id_cliente,ltv_12m,ltv_historico,recencia_dias,freq_compras_ano,ticket_medio,num_produtos_distintos,nps_score,tempo_cliente_anos,canal_principal,segmento,porte,qtd_reclamacoes_ano
1712,7565.92,10463.59,87,7,527.09,1,5,3.4,Digital,A,Grande,3
1713,285984.95,353534.76,26,19,3522.96,7,5,6.2,Presencial,C,Grande,0
1714,811.04,915.68,103,5,991.12,1,3,0.2,Digital,A,Medio,3
1715,35527.82,20077.19,34,25,2429.6,7,9,0.4,Presencial,B,Micro,1
1716,97178.74,202711.45,40,14,1856.38,10,8,9.2,Presencial,B,Medio,0
1717,131822.22,178075.64,29,21,4752.26,6,9,2.1,Presencial,B,Medio,0
1718,93784.48,96769.95,109,9,2247.91,3,4,5.6,Presencial,A,Medio,0
1719,292666.33,347130.75,24,15,2639.25,9,8,10.3,Telefone,B,Micro,0
1720,19850.98,26829.38,88,8,1741.1,3,6,2.3,Telefone,A,Medio,3
1721,68301.42,89184.85,23,19,2620.59,4,6,2.1,Presencial,B,Grande,0
1722,1680.55,1623.77,96,5,1128.49,1,3,0.2,Digital,A,Medio,3
1723,78676.72,83908.33,28,18,1280.2,6,8,4.3,Telefone,C,Medio,3
1724,6970.24,8400.96,99,6,707.24,1,5,2.4,Digital,A,Medio,2
1725,3543.33,2838.27,98,6,1214.48,1,4,0.5,Digital,A,Medio,2
1726,4806.46,5490.69,112,3,2244.03,5,5,0.8,Presencial,A,Micro,5
1727,262442.03,376769.88,40,14,2072.03,6,6,15.3,Telefone,B,Medio,0
1728,4345.0,4044.17,109,2,1478.21,3,7,1.6,Digital,A,Micro,2
1729,100600.36,559305.92,29,24,2284.21,7,5,12.0,Telefone,B,Micro,0
1730,334472.31,666446.61,26,23,2273.16,4,5,15.0,Presencial,C,Micro,1
1731,25933.06,36472.3,32,20,1335.55,6,6,1.6,Presencial,B,Medio,0
1732,331760.04,795618.81,20,21,6366.66,6,8,7.0,Digital,B,Micro,1
1733,24732.77,42581.12,103,5,1630.95,1,8,6.1,Digital,A,Medio,2
1734,209962.03,261064.86,28,23,1991.14,5,7,6.7,Telefone,B,Medio,0
1735,10453.24,11253.37,89,3,1112.71,2,6,3.7,Digital,A,Micro,1
1736,34551.1,31485.49,24,14,1917.45,5,7,1.4,Telefone,C,Micro,1
1737,2280.5,650.7,100,5,1139.45,1,5,0.2,Digital,A,Micro,2
1738,154908.62,284505.22,22,15,2662.22,8,7,8.4,Digital,B,Grande,1
1739,1542.83,1382.3,66,5,427.9,1,1,0.8,Presencial,A,Medio,1
1740,66546.55,53746.17,17,16,4364.17,7,7,0.9,Telefone,C,Medio,0
1741,10064.88,11503.74,103,5,876.79,2,3,3.1,Telefone,A,Micro,0
1742,193264.11,242133.46,24,18,3670.21,7,6,4.3,Telefone,B,Medio,2
1743,6267.47,12233.99,117,6,810.02,1,4,3.1,Telefone,A,Grande,3
1744,318709.4,331112.0,23,22,2031.89,15,5,8.7,Digital,B,Medio,1
1745,48359.08,46681.0,33,13,1454.38,9,8,2.9,Presencial,C,Medio,2
1746,84952.53,216869.23,23,16,4186.97,6,7,3.8,Telefone,B,Micro,0
1747,45475.66,66997.55,18,15,3293.24,6,7,1.6,Telefone,B,Micro,1
1748,23725.86,19897.37,41,15,1736.74,9,8,0.9,Presencial,C,Micro,0
1749,114879.86,188816.33,27,24,2824.05,12,6,3.3,Presencial,B,Micro,2
1750,129601.72,138668.89,28,19,2767.69,4,7,3.1,Digital,B,Micro,0
1751,97332.54,151447.67,28,15,3209.2,7,7,3.7,Telefone,B,Micro,0
1752,457213.99,599355.11,25,10,4611.91,6,6,15.3,Telefone,B,Micro,2
1753,10390.45,14614.48,94,4,611.9,1,4,7.7,Presencial,A,Grande,1
1754,222866.28,276690.41,27,19,3647.14,8,5,4.7,Digital,C,Medio,0
1755,47636.25,34765.52,37,16,3692.67,8,6,0.7,Presencial,B,Grande,1
1756,21985.04,29415.25,89,11,1065.67,1,5,2.9,Digital,A,Medio,1
1757,100268.04,167026.75,36,17,1563.59,2,5,7.4,Digital,C,Micro,0
1758,8482.77,9277.87,78,5,930.44,1,5,2.3,Digital,A,Medio,2
1759,631.78,789.93,83,6,326.0,1,3,0.7,Digital,A,Micro,2
1760,131565.93,137294.83,31,22,2105.0,6,6,3.5,Digital,B,Medio,0
1761,49157.93,110502.83,29,23,1519.23,7,8,3.7,Digital,C,Micro,0
1762,72414.08,74249.55,27,21,3787.21,5,8,1.1,Telefone,C,Grande,0
1763,87881.66,172303.63,29,12,2917.76,9,8,5.8,Presencial,C,Micro,0
1764,106396.46,210466.59,21,14,1504.64,8,6,11.7,Digital,C,Micro,1
1765,8469.75,11313.27,105,7,2281.38,1,5,0.9,Telefone,A,Grande,1
1766,60619.5,38822.03,30,17,5297.61,8,5,0.5,Digital,B,Micro,2
1767,216316.12,298382.04,34,18,2906.5,11,6,6.7,Digital,C,Medio,1
1768,0.0,481.81,109,5,459.11,1,4,0.5,Digital,A,Medio,5
1769,194421.91,280427.87,26,22,3057.48,7,6,4.9,Digital,B,Grande,2
1770,336466.69,291544.7,27,23,2523.52,10,6,5.9,Digital,B,Grande,2
1771,6433.74,5911.62,95,8,1861.51,2,0,0.5,Telefone,A,Grande,3
1772,74832.02,181040.92,25,20,1275.69,7,5,8.4,Telefone,C,Micro,0
1773,122885.56,154566.2,25,22,2063.15,9,8,4.0,Digital,B,Medio,0
1774,277912.53,466657.19,31,12,4493.9,4,6,10.2,Telefone,B,Medio,0
1775,184130.53,346285.92,31,16,3533.12,3,7,7.2,Telefone,C,Medio,0
1776,155136.91,256587.44,34,16,1867.55,8,7,10.1,Telefone,B,Micro,1
1777,8175.44,7064.7,87,6,1355.72,2,6,1.0,Digital,A,Medio,1
1778,28531.91,32047.33,32,13,2123.6,4,7,1.4,Telefone,B,Grande,0
1779,26129.92,16941.68,32,24,1672.85,7,6,0.5,Digital,C,Grande,0
1780,102725.69,165839.95,39,18,3739.9,8,9,2.9,Digital,B,Micro,0
1781,502124.49,733055.16,28,21,3732.49,5,8,11.0,Digital,C,Micro,0
1782,26394.48,51215.57,29,9,2102.77,4,7,3.2,Digital,B,Micro,1
1783,565.81,7890.36,103,4,584.24,1,1,3.7,Digital,A,Medio,6
1784,36526.93,47936.77,26,15,1882.55,5,6,2.0,Presencial,C,Medio,0
1785,40762.99,98951.23,34,20,2761.95,4,7,2.1,Telefone,C,Medio,0
1786,2836.14,4640.3,117,5,430.09,1,3,2.8,Digital,A,Micro,5
1787,1340.53,1937.56,94,1,1178.31,2,0,1.4,Digital,A,Micro,1
1788,251099.82,336448.64,28,20,2541.91,9,7,7.8,Presencial,C,Medio,0
1789,43151.95,53803.54,27,18,2539.39,2,8,1.4,Presencial,C,Grande,0
1790,518521.49,515217.95,29,12,3389.85,4,4,14.9,Telefone,C,Medio,0
1791,74162.55,91125.16,26,20,1234.27,8,6,4.3,Presencial,C,Micro,1
1792,158510.65,221850.62,27,20,1839.04,5,5,7.1,Telefone,B,Medio,0
1793,39753.28,33064.04,32,28,2767.96,9,7,0.5,Digital,B,Micro,1
1794,52494.14,109899.09,18,14,2715.69,6,6,3.4,Presencial,B,Grande,1
1795,349.11,1575.35,90,1,927.39,3,3,0.7,Digital,A,Micro,4
1796,450847.98,452201.16,27,20,2531.2,5,6,10.5,Telefone,B,Medio,3
1797,18101.25,6651.95,22,24,1483.59,7,8,0.2,Digital,B,Micro,2
1798,121211.56,147160.42,30,26,3686.85,4,7,1.8,Presencial,B,Medio,0
1799,34962.3,70040.31,28,14,2024.99,7,7,2.9,Presencial,B,Medio,0
1800,25661.6,19434.81,33,12,2119.21,7,7,0.9,Telefone,B,Medio,0
1801,3931.73,6568.51,108,4,849.79,2,5,2.5,Presencial,A,Micro,3
1802,4874.56,4161.4,95,6,480.91,1,5,1.8,Telefone,A,Micro,1
1803,7434.8,5936.37,91,3,1785.32,3,5,1.4,Digital,A,Micro,1
1804,2703.51,2294.88,97,6,551.72,1,5,0.5,Telefone,A,Medio,0
1805,27706.48,148286.45,35,20,2645.24,12,4,3.3,Telefone,C,Micro,0
1806,2881.93,2424.0,105,5,462.37,1,4,1.3,Digital,A,Medio,0
1807,2920.17,7650.99,109,4,567.21,3,3,4.0,Digital,A,Grande,5
1808,41658.88,36098.91,30,17,4094.45,6,8,0.6,Telefone,B,Grande,0
1809,135664.57,115132.85,36,13,1676.96,11,7,6.2,Digital,B,Micro,0
1810,2401.5,555.76,100,8,921.29,1,3,0.2,Presencial,A,Medio,1
1811,89996.04,138082.01,20,22,2733.0,9,5,2.7,Presencial,C,Micro,0
1812,40238.08,14094.5,21,19,4336.88,11,8,0.2,Presencial,C,Medio,0
1813,9417.69,15019.2,98,4,863.95,1,4,4.9,Digital,A,Medio,2
1814,2656.62,1171.92,105,10,555.84,2,6,0.2,Digital,A,Micro,2
1815,15982.49,31393.67,21,22,813.76,5,7,2.1,Digital,C,Micro,0
1816,59510.98,136688.92,19,16,873.1,10,5,11.5,Digital,C,Grande,1
1817,375244.1,491904.12,26,18,4727.54,4,10,6.8,Digital,B,Grande,0
1818,1084.09,1664.65,92,3,1079.85,2,3,0.3,Digital,A,Micro,3
1819,315799.09,408103.15,40,17,6135.47,5,6,4.6,Digital,B,Medio,0
1820,56520.93,72746.76,33,20,3054.72,1,5,1.4,Telefone,B,Micro,0
1821,4950.95,8210.91,88,2,970.09,1,5,5.0,Telefone,A,Micro,1
1822,20814.04,22359.82,22,11,1248.57,6,7,1.9,Presencial,B,Grande,1
1823,23901.57,28022.75,42,10,1705.94,6,8,2.0,Presencial,B,Medio,1
1824,59183.03,85768.79,107,7,1836.58,3,8,8.0,Digital,A,Medio,3
1825,196561.95,248023.59,26,24,3203.05,9,7,3.8,Presencial,C,Micro,1
1826,58214.93,69629.24,33,22,1544.07,8,4,2.4,Digital,C,Grande,0
1827,12325.16,7059.61,89,8,2805.34,1,6,0.4,Presencial,A,Micro,2
1828,29268.93,9184.72,27,17,3330.72,7,6,0.2,Digital,C,Micro,0
1829,22095.8,30636.33,99,10,815.85,2,4,4.4,Digital,A,Medio,2
1830,50828.86,36526.74,28,21,3488.51,4,4,0.6,Presencial,C,Micro,0
1831,2429.0,1750.26,102,8,619.68,2,8,0.5,Telefone,A,Medio,3
1832,11605.55,11734.94,96,8,700.22,1,5,2.4,Telefone,A,Medio,0
1833,371024.59,403975.94,27,15,4942.8,8,5,6.4,Telefone,B,Micro,0
1834,52657.01,66073.45,31,20,1609.71,5,4,2.4,Digital,B,Micro,0
1835,26422.71,15940.48,26,16,3042.01,3,7,0.4,Digital,C,Micro,2
1836,7052.61,7238.53,96,9,631.73,2,7,1.5,Digital,A,Micro,1
1837,1974.75,2019.73,110,3,450.01,3,4,1.2,Digital,A,Medio,2
1838,43247.51,35103.34,32,23,1386.05,10,7,1.3,Presencial,B,Grande,0
1839,264602.72,570909.86,26,18,3299.64,3,7,11.3,Telefone,B,Micro,1
1840,2055.19,200.0,82,3,1405.11,1,5,0.2,Digital,A,Micro,1
1841,97362.87,84004.29,23,22,4096.52,8,6,1.1,Telefone,B,Medio,0
1842,79503.54,213307.58,27,8,4487.07,8,9,7.0,Digital,B,Medio,1
1843,105836.7,110246.71,29,16,1299.98,2,7,6.2,Presencial,C,Micro,0
1844,56367.78,100767.89,21,26,2670.56,6,8,1.7,Telefone,C,Micro,1
1845,4605.33,2778.78,98,7,1140.55,2,4,0.4,Telefone,A,Medio,1
1846,135142.76,185015.76,20,20,1107.48,5,5,9.8,Telefone,B,Micro,0
1847,85337.15,107101.87,29,20,3302.02,5,7,1.9,Presencial,B,Micro,1
1848,47346.14,50250.73,34,12,4489.08,4,6,1.1,Telefone,B,Medio,0
1849,199100.07,334216.7,28,20,5463.2,7,6,3.6,Presencial,B,Medio,1
1850,156066.73,212627.02,24,17,1218.56,3,7,12.1,Digital,C,Medio,1
1851,20029.52,6556.37,49,10,3836.98,4,4,0.2,Presencial,B,Medio,1
1852,94705.74,116664.93,37,18,1038.56,10,4,7.3,Digital,C,Medio,3
1853,67532.29,84279.18,25,13,1842.26,4,8,4.2,Telefone,C,Micro,1
1854,87420.17,102398.01,30,14,3056.64,2,6,2.8,Digital,C,Micro,1
1855,83867.51,246824.62,26,19,2258.38,4,6,6.8,Telefone,C,Micro,0
1856,181436.83,448840.62,29,18,1736.46,3,7,16.9,Presencial,B,Micro,2
1857,8157.63,14201.2,89,6,699.78,3,4,3.8,Presencial,A,Medio,5
1858,425.09,2404.88,93,5,1056.78,1,3,0.5,Digital,A,Grande,4
1859,1218.03,3354.38,96,2,612.48,1,3,4.0,Digital,A,Grande,3
1860,308435.77,347205.75,34,14,5314.26,8,7,5.5,Presencial,B,Medio,2
1861,33900.21,42250.72,33,9,1900.89,4,5,2.9,Presencial,B,Micro,2
1862,167460.97,215341.37,28,14,4213.07,7,7,4.3,Digital,B,Micro,0
1863,115823.17,163007.87,32,17,1656.68,8,8,6.8,Digital,C,Medio,0
1864,203319.31,430692.94,25,29,2361.58,3,6,7.4,Telefone,C,Medio,1
1865,3009.16,5727.62,117,3,925.86,1,4,2.5,Presencial,A,Medio,4
1866,3841.37,3463.46,105,4,1018.02,1,7,0.9,Digital,A,Medio,1
1867,83934.56,117247.79,26,24,3370.73,7,8,1.7,Presencial,B,Medio,0
1868,5543.0,6203.1,98,6,460.59,1,3,2.4,Digital,A,Grande,1
1869,113201.38,159996.93,32,20,3494.29,11,6,2.7,Digital,C,Micro,2
1870,94882.09,216704.56,32,16,3533.03,6,7,4.5,Telefone,B,Medio,1
1871,108150.6,153179.81,26,14,4765.19,5,8,2.7,Presencial,B,Grande,1
1872,50380.01,38696.94,30,22,2562.54,4,7,0.8,Digital,C,Micro,0
1873,69723.33,98006.03,25,20,1776.45,7,7,3.2,Presencial,C,Medio,1
1874,16541.53,18949.83,96,11,584.2,1,6,3.5,Digital,A,Micro,2
1875,222948.78,402259.42,47,26,2277.18,4,9,8.0,Telefone,B,Grande,0
1876,56727.33,90352.13,19,15,2055.04,8,7,3.4,Presencial,B,Micro,1
1877,1367.17,809.93,97,3,481.24,3,4,1.3,Digital,A,Medio,2
1878,2944.77,2332.87,89,1,746.69,2,7,2.6,Digital,A,Micro,2
1879,221468.63,395592.94,30,18,3356.1,9,8,7.7,Presencial,B,Medio,1
1880,34106.91,43855.28,102,6,1033.69,1,9,8.3,Digital,A,Micro,1
1881,17996.26,19819.98,102,4,854.3,3,6,6.9,Telefone,A,Micro,2
1882,81280.97,102361.98,31,16,2135.6,6,7,3.5,Digital,B,Medio,0
1883,36822.63,45828.43,27,15,2566.81,10,8,1.4,Telefone,B,Grande,0
1884,413.54,675.88,92,4,419.53,1,3,1.5,Digital,A,Micro,2
1885,5929.42,7485.96,84,8,579.14,2,1,1.9,Digital,A,Micro,2
1886,96376.4,150835.63,33,18,2665.15,8,7,3.7,Digital,C,Medio,2
1887,10068.01,9772.27,98,3,1312.69,1,6,3.0,Digital,A,Medio,3
1888,49663.15,23289.49,20,21,4421.6,7,6,0.3,Telefone,C,Grande,1
1889,82668.28,103087.43,24,16,2165.3,7,7,3.5,Telefone,B,Micro,1
1890,155620.32,191893.12,90,8,1831.39,3,5,15.4,Presencial,A,Medio,1
1891,1104.12,2404.86,91,2,1263.3,1,3,1.1,Digital,A,Micro,3
1892,16211.63,23809.39,99,6,1067.46,1,4,4.5,Digital,A,Micro,3
1893,21269.85,21792.99,103,8,1047.69,1,5,3.0,Digital,A,Medio,2
1894,3026.64,4678.3,107,3,558.61,1,5,2.9,Digital,A,Medio,4
1895,22952.43,39499.56,31,17,572.72,4,9,5.0,Digital,B,Medio,3
1896,14375.17,20594.71,88,5,1310.54,1,3,3.8,Presencial,A,Micro,0
1897,60977.64,89721.7,19,22,1765.68,8,7,2.7,Digital,B,Micro,1
1898,43631.07,62952.34,25,22,745.34,6,5,4.5,Presencial,B,Micro,0
1899,12247.46,12109.49,79,4,1473.51,4,7,2.5,Digital,A,Grande,2
1900,16588.35,17243.48,95,6,2799.44,1,1,1.2,Digital,A,Micro,0
1901,11143.45,12604.13,95,2,635.47,2,0,11.4,Digital,A,Micro,1
1902,6482.99,6003.84,79,4,966.25,1,4,1.6,Telefone,A,Micro,1
1903,76818.88,145992.88,20,19,5030.8,8,6,1.8,Telefone,B,Medio,0
1904,7830.06,7034.34,90,4,1715.75,2,3,1.2,Digital,A,Micro,1
1905,68872.56,114372.15,19,11,2520.82,6,4,4.9,Digital,C,Grande,1
1906,50142.84,39916.86,29,16,4234.67,5,6,0.7,Digital,B,Micro,0
1907,171321.84,358974.65,47,16,2464.96,4,6,10.7,Telefone,B,Grande,0
1908,86036.85,121559.18,30,16,1008.34,8,6,8.8,Presencial,B,Micro,0
1909,455156.96,668824.48,34,20,7418.26,4,8,5.3,Presencial,B,Medio,0
1910,0.0,200.0,84,1,931.99,3,4,0.2,Telefone,A,Grande,5
1911,10498.86,16302.75,101,6,254.77,2,6,12.5,Digital,A,Micro,1
1912,238261.25,478914.52,32,26,2432.35,8,5,8.9,Digital,B,Grande,0
1913,8726.0,3332.04,92,4,2693.1,5,8,0.4,Digital,A,Medio,1
1914,85367.07,179417.11,33,10,3453.19,9,7,6.1,Presencial,B,Grande,0
1915,123386.82,166254.14,23,16,2917.26,7,7,4.2,Presencial,B,Medio,1
1916,482147.72,592092.68,30,21,7541.29,7,8,4.4,Telefone,B,Micro,0
1917,75460.95,74527.02,25,22,1998.22,8,6,2.0,Digital,B,Micro,0
1918,108359.24,151216.34,21,18,3190.66,11,6,3.1,Telefone,B,Micro,0
1919,46468.51,24236.2,26,15,4642.48,7,9,0.4,Telefone,B,Micro,0
1920,143332.77,245974.51,35,26,5076.15,2,7,2.2,Telefone,B,Micro,0
1921,31213.81,103411.36,26,14,1440.35,4,5,6.0,Digital,B,Micro,1
1922,743514.59,806947.77,18,23,2696.32,8,9,15.3,Telefone,B,Micro,0
1923,604619.84,897746.58,34,16,3998.84,10,4,16.5,Digital,C,Medio,1
1924,168810.39,359090.42,27,14,7358.32,2,1,4.1,Telefone,B,Micro,0
1925,112085.07,143411.08,25,21,1713.04,6,8,4.7,Presencial,B,Micro,0
1926,54815.73,57419.83,30,13,5236.27,5,8,1.0,Telefone,B,Medio,2
1927,267492.04,294975.43,28,21,2804.6,4,7,5.9,Telefone,B,Micro,1
1928,7128.59,4863.63,109,7,1876.99,1,6,0.5,Digital,A,Micro,3
1929,42245.9,59042.17,34,24,1681.21,4,6,1.7,Digital,C,Micro,1
1930,3592.04,2442.75,101,4,435.83,1,5,1.7,Digital,A,Grande,0
1931,28670.17,43794.89,28,22,1240.29,5,6,1.9,Telefone,B,Medio,2
1932,31024.97,17103.91,25,23,2866.44,6,9,0.3,Telefone,B,Micro,0
1933,122520.31,318507.13,22,17,2477.01,5,5,8.9,Presencial,C,Medio,0
1934,1409.66,2228.87,97,1,1083.12,2,4,3.0,Presencial,A,Medio,3
1935,27146.89,11806.11,27,20,2285.83,4,8,0.3,Digital,B,Medio,1
1936,76212.27,43938.67,34,14,9031.75,6,7,0.4,Telefone,B,Medio,1
1937,5376.51,2519.04,99,5,2188.41,2,3,0.2,Digital,A,Medio,2
1938,2190.36,2539.33,86,3,990.66,1,6,0.8,Digital,A,Micro,2
1939,153669.34,259121.26,42,17,2424.8,9,7,7.4,Presencial,B,Micro,0
1940,30687.66,34640.04,27,17,1250.4,9,7,1.9,Telefone,B,Medio,0
1941,5221.83,7796.74,90,4,761.06,3,4,3.1,Telefone,A,Grande,4
1942,39004.54,33905.23,20,20,2030.57,1,6,1.0,Telefone,B,Medio,0
1943,21940.92,23539.32,34,7,1143.65,10,5,3.4,Presencial,B,Grande,0
1944,204670.82,296946.34,29,28,2157.11,6,8,5.8,Telefone,B,Grande,1
1945,72370.44,191744.31,29,15,2838.69,3,8,5.3,Presencial,C,Micro,2
1946,240623.64,306992.02,28,17,4617.05,5,7,4.6,Presencial,B,Medio,0
1947,1161925.0,1733862.56,28,27,5852.96,2,6,12.9,Presencial,C,Medio,0
1948,47424.67,41525.61,22,17,2190.09,6,4,1.3,Digital,C,Grande,0
1949,2367.35,1990.35,86,5,967.95,1,4,0.6,Digital,A,Grande,2
1950,3697.04,5454.44,108,4,552.64,2,7,2.4,Digital,A,Medio,2
1951,21677.01,13420.24,27,15,2725.32,5,4,0.4,Digital,B,Micro,2
1952,39346.7,17993.55,19,19,3754.18,10,6,0.3,Digital,B,Medio,1
1953,19417.31,22109.34,29,13,1565.77,5,5,1.3,Presencial,B,Micro,1
1954,49144.4,63630.38,40,14,1076.14,10,7,5.0,Presencial,B,Medio,2
1955,46579.6,45276.22,24,16,2237.16,2,6,1.5,Digital,B,Grande,1
1956,56910.22,45998.52,34,19,2541.63,3,6,1.1,Presencial,B,Micro,0
1957,1815.63,4418.16,107,5,430.28,1,3,2.3,Digital,A,Medio,4
1958,136175.67,220237.43,22,13,4141.64,16,5,4.8,Presencial,C,Micro,0
1959,1877.58,3895.8,99,7,414.36,1,3,1.3,Presencial,A,Micro,2
1960,30699.31,31083.2,37,12,1702.44,9,5,1.8,Telefone,C,Micro,1
1961,11364.88,14820.71,97,4,781.56,1,4,5.5,Digital,A,Medio,2
1962,429828.93,839518.39,28,16,4227.24,5,5,14.6,Telefone,C,Grande,0
1963,4622.55,2089.2,93,7,1072.0,1,5,0.4,Presencial,A,Grande,1
1964,735.63,200.0,102,5,581.93,1,5,0.2,Digital,A,Micro,2
1965,4679.11,11446.42,87,5,584.37,2,0,4.6,Telefone,A,Grande,4
1966,125128.76,145105.03,30,18,5922.52,8,7,1.6,Digital,B,Medio,1
1967,29178.21,81573.47,27,19,1681.25,2,4,3.0,Digital,C,Micro,0
1968,182464.04,269509.13,30,22,1757.06,2,5,8.2,Digital,B,Micro,0
1969,44644.85,60637.03,35,20,1193.51,5,6,3.0,Telefone,C,Micro,0
1970,254325.85,321363.59,27,18,2232.82,11,8,9.4,Digital,B,Grande,0
1971,524415.71,938066.48,31,24,2299.61,7,8,20.0,Digital,B,Medio,1
1972,19731.31,10536.82,26,13,2280.29,9,9,0.4,Digital,C,Medio,1
1973,1827.52,1512.21,89,2,465.34,1,7,2.8,Telefone,A,Micro,3
1974,3009.47,1559.14,104,4,289.21,1,7,1.7,Telefone,A,Medio,0
1975,41464.1,77930.89,31,14,2735.49,5,5,2.4,Presencial,C,Micro,1
1976,23925.72,21220.95,30,14,2540.29,3,5,0.7,Telefone,C,Micro,1
1977,169317.74,318727.11,29,17,2160.23,3,7,10.2,Presencial,C,Medio,0
1978,37261.98,12516.48,22,21,3467.66,5,5,0.2,Presencial,C,Micro,1
1979,5364.06,4868.43,105,1,1482.81,1,4,4.4,Telefone,A,Medio,0
1980,132560.78,127828.86,24,26,5806.63,5,4,1.0,Presencial,C,Micro,1
1981,179482.06,205084.06,30,21,855.6,4,7,13.4,Telefone,B,Medio,1
1982,133832.04,204076.17,26,15,2915.61,4,5,5.5,Digital,C,Micro,0
1983,267946.51,353553.02,31,29,1173.88,15,5,12.2,Digital,B,Medio,1
1984,1228172.21,1920202.23,32,20,6311.24,6,7,17.9,Digital,B,Micro,2
1985,175050.73,489808.05,25,22,7699.77,5,5,3.4,Digital,B,Micro,0
1986,26690.8,50204.63,97,7,3153.74,2,4,2.7,Digital,A,Grande,3
1987,1879.83,1887.09,90,9,357.82,1,4,0.7,Telefone,A,Micro,2
1988,106654.24,137967.9,22,22,5705.4,5,9,1.3,Telefone,C,Medio,0
1989,107710.69,178184.12,26,24,1406.15,6,6,6.2,Digital,C,Grande,1
1990,3911.08,5347.16,108,1,1199.4,1,6,5.7,Digital,A,Micro,2
1991,17003.73,7555.2,26,18,1475.02,8,6,0.3,Digital,B,Micro,1
1992,66163.74,86368.03,42,14,1546.08,8,7,4.7,Digital,B,Medio,0
1993,156835.68,174722.87,36,15,2686.79,6,6,5.1,Presencial,B,Grande,2
1994,57831.16,66207.21,80,6,3138.19,1,6,4.1,Telefone,A,Grande,5
1995,88608.98,142775.1,35,23,3163.25,8,7,2.3,Digital,C,Medio,0
1996,320055.95,344845.15,44,20,2470.96,5,5,8.2,Digital,B,Medio,2
1997,46414.99,93077.44,29,15,1911.58,10,8,3.8,Presencial,B,Micro,0
1998,28803.78,18461.67,26,19,1829.1,9,8,0.6,Telefone,B,Grande,0
1999,12115.72,14058.99,83,8,1072.76,1,4,1.9,Digital,A,Grande,1
2000,570262.8,1963906.43,28,16,9436.33,3,7,15.3,Presencial,B,Micro,1
2001,3730.97,3760.79,91,6,311.45,2,4,2.4,Digital,A,Micro,3
2002,19.74,292.1,107,4,364.89,1,4,0.4,Presencial,A,Micro,2
2003,193419.11,231796.1,20,18,4578.33,6,6,3.3,Telefone,B,Micro,0
2004,51056.24,43376.86,24,20,3187.46,8,6,0.8,Digital,C,Medio,2
2005,183909.09,393019.75,20,18,2540.85,8,4,10.1,Presencial,B,Micro,0
2006,194.02,1189.94,109,8,272.42,3,3,0.7,Digital,A,Micro,4
2007,84670.46,182319.24,33,15,1890.93,10,4,7.6,Presencial,B,Micro,0
2008,224103.69,391244.67,23,15,5475.27,3,7,5.6,Digital,C,Grande,0
2009,134497.75,147222.45,31,21,1792.47,9,8,4.6,Digital,B,Medio,0
2010,35942.11,43054.16,45,24,1898.83,6,6,1.1,Presencial,C,Micro,0
2011,50224.47,49029.18,18,18,2684.92,11,8,1.2,Presencial,B,Micro,0
2012,15835.04,4865.99,29,15,1988.83,6,5,0.2,Telefone,B,Grande,0
2013,19989.46,32977.88,89,7,1026.54,1,5,5.4,Presencial,A,Medio,4
2014,91.78,1025.14,101,4,374.61,2,3,0.9,Telefone,A,Micro,3
2015,185319.03,805369.14,30,22,4788.52,9,8,9.0,Presencial,B,Micro,3
2016,165304.99,140011.39,29,19,3785.3,6,8,2.3,Presencial,B,Micro,0
2017,95515.51,162027.25,33,13,2102.87,7,7,7.0,Presencial,C,Micro,0
2018,23876.54,42674.04,29,17,1001.28,5,6,2.9,Presencial,C,Medio,2
2019,1452.89,1901.8,82,4,413.23,1,2,1.6,Digital,A,Grande,1
2020,4185.24,3724.92,90,6,843.95,1,5,1.1,Digital,A,Medio,0
2021,3526.59,2919.52,88,2,1083.69,1,5,1.0,Digital,A,Grande,1
2022,4151.18,4618.7,99,2,749.53,2,2,2.9,Digital,A,Micro,0
2023,99262.01,118794.28,23,21,1348.47,9,4,4.9,Telefone,B,Medio,1
2024,199813.38,263692.52,24,15,2432.56,4,5,8.5,Telefone,C,Medio,0
2025,476808.28,582998.52,48,27,4789.04,4,8,5.3,Presencial,C,Micro,0
2026,84821.3,92077.07,32,17,2276.03,4,7,2.8,Digital,B,Micro,0
2027,24571.39,31702.56,28,19,1506.14,7,5,1.3,Digital,C,Medio,1
2028,19472.92,8536.09,44,14,1864.61,12,4,0.4,Presencial,B,Micro,0
2029,11317.02,26752.75,80,3,2108.66,1,7,5.0,Telefone,A,Micro,1
2030,795776.83,989458.9,26,18,3233.28,5,4,20.0,Digital,B,Medio,0
2031,214183.56,268050.67,41,24,1955.28,7,6,6.7,Telefone,B,Grande,1
2032,82527.55,93178.54,24,23,2396.45,9,10,2.0,Telefone,B,Medio,1
2033,6253.63,6938.42,82,3,1154.3,1,0,2.3,Presencial,A,Medio,2
2034,8769.79,14940.28,87,4,1360.67,1,5,3.2,Presencial,A,Micro,2
2035,3136.93,5824.21,90,5,869.3,3,1,1.5,Digital,A,Medio,2
2036,11676.85,2567.62,28,11,1871.72,4,8,0.2,Presencial,C,Medio,0
2037,31191.59,23467.65,22,16,2968.4,7,6,0.6,Digital,B,Grande,0
2038,173246.66,402601.02,30,20,2257.85,4,6,10.5,Presencial,B,Micro,0
2039,209924.82,223903.71,22,20,1445.37,8,5,9.1,Digital,B,Medio,2
