id_transacao,id_cliente,produto,categoria,data_pedido,qtd,valor_item,canal,segmento_cliente
1869,3390,Produto Epsilon,Linha_C,2024-03-25,2,144.15,Digital,C
1870,1066,Produto Alpha,Linha_A,2025-11-08,2,180.61,Digital,B
1870,1066,Produto Gamma,Linha_B,2025-11-08,5,99.79,Digital,B
1871,5133,Produto Alpha,Linha_A,2025-07-04,3,197.61,Digital,C
1871,5133,Produto Gamma,Linha_B,2025-07-04,3,105.59,Digital,C
1872,4916,Produto Alpha,Linha_A,2024-08-13,4,167.37,Presencial,B
1872,4916,Produto Zeta,Linha_C,2024-08-13,5,294.86,Presencial,B
1873,5773,Produto Gamma,Linha_B,2025-11-17,4,105.31,Telefone,B
1873,5773,Produto Eta,Linha_D,2025-11-17,4,68.61,Telefone,B
1874,5088,Produto Theta,Linha_D,2024-10-03,3,447.11,Telefone,C
1874,5088,Produto Eta,Linha_D,2024-10-03,5,80.71,Telefone,C
1874,5088,Produto Delta,Linha_B,2024-10-03,1,347.88,Telefone,C
1875,1426,Produto Alpha,Linha_A,2025-04-30,5,190.53,Digital,A
1875,1426,Produto Gamma,Linha_B,2025-04-30,3,86.13,Digital,A
1875,1426,Produto Eta,Linha_D,2025-04-30,5,83.03,Digital,A
1875,1426,Produto Zeta,Linha_C,2025-04-30,4,297.64,Digital,A
1876,4350,Produto Theta,Linha_D,2025-03-16,5,468.55,Digital,A
1876,4350,Produto Delta,Linha_B,2025-03-16,1,317.53,Digital,A
1877,1774,Produto Alpha,Linha_A,2024-04-28,4,173.87,Telefone,B
1877,1774,Produto Iota,Linha_E,2024-04-28,1,154.49,Telefone,B
1877,1774,Produto Epsilon,Linha_C,2024-04-28,2,141.13,Telefone,B
1877,1774,Produto Eta,Linha_D,2024-04-28,3,82.16,Telefone,B
1878,1240,Produto Beta,Linha_A,2024-05-04,4,235.49,Digital,C
1879,3183,Produto Theta,Linha_D,2024-11-03,3,418.93,Digital,B
1879,3183,Produto Delta,Linha_B,2024-11-03,3,306.15,Digital,B
1880,3662,Produto Gamma,Linha_B,2024-04-24,1,88.79,Digital,B
1881,5223,Produto Gamma,Linha_B,2025-06-19,3,88.9,Digital,C
1881,5223,Produto Eta,Linha_D,2025-06-19,3,83.93,Digital,C
1881,5223,Produto Epsilon,Linha_C,2025-06-19,3,126.63,Digital,C
1881,5223,Produto Alpha,Linha_A,2025-06-19,5,197.87,Digital,C
1882,3348,Produto Iota,Linha_E,2024-03-31,4,148.62,Presencial,A
1882,3348,Produto Epsilon,Linha_C,2024-03-31,4,143.31,Presencial,A
1882,3348,Produto Eta,Linha_D,2024-03-31,4,83.57,Presencial,A
1883,2110,Produto Gamma,Linha_B,2025-02-24,3,105.86,Telefone,A
1883,2110,Produto Beta,Linha_A,2025-02-24,5,240.19,Telefone,A
1883,2110,Produto Eta,Linha_D,2025-02-24,1,78.93,Telefone,A
1883,2110,Produto Theta,Linha_D,2025-02-24,1,435.94,Telefone,A
1883,2110,Produto Iota,Linha_E,2025-02-24,3,170.91,Telefone,A
1883,2110,Produto Delta,Linha_B,2025-02-24,1,355.16,Telefone,A
1884,1313,Produto Iota,Linha_E,2024-07-17,1,161.19,Digital,A
1884,1313,Produto Epsilon,Linha_C,2024-07-17,1,135.36,Digital,A
1884,1313,Produto Delta,Linha_B,2024-07-17,4,321.54,Digital,A
1885,4166,Produto Alpha,Linha_A,2025-03-09,3,194.7,Digital,B
1886,1402,Produto Alpha,Linha_A,2025-12-21,2,171.03,Presencial,A
1886,1402,Produto Iota,Linha_E,2025-12-21,2,169.97,Presencial,A
1886,1402,Produto Epsilon,Linha_C,2025-12-21,5,127.61,Presencial,A
1887,5071,Produto Alpha,Linha_A,2025-03-17,1,162.53,Digital,A
1887,5071,Produto Beta,Linha_A,2025-03-17,4,229.88,Digital,A
1888,1292,Produto Gamma,Linha_B,2025-03-23,4,95.28,Telefone,A
1888,1292,Produto Iota,Linha_E,2025-03-23,1,149.26,Telefone,A
1888,1292,Produto Eta,Linha_D,2025-03-23,2,68.91,Telefone,A
1888,1292,Produto Alpha,Linha_A,2025-03-23,4,170.08,Telefone,A
1889,3896,Produto Zeta,Linha_C,2025-10-16,5,270.74,Digital,C
1890,3079,Produto Gamma,Linha_B,2024-02-16,2,100.86,Digital,B
1890,3079,Produto Eta,Linha_D,2024-02-16,1,69.81,Digital,B
1890,3079,Produto Zeta,Linha_C,2024-02-16,5,303.61,Digital,B
1890,3079,Produto Theta,Linha_D,2024-02-16,3,455.46,Digital,B
1890,3079,Produto Alpha,Linha_A,2024-02-16,5,179.8,Digital,B
1890,3079,Produto Delta,Linha_B,2024-02-16,5,337.12,Digital,B
1891,1271,Produto Gamma,Linha_B,2024-10-16,4,89.63,Telefone,A
1891,1271,Produto Beta,Linha_A,2024-10-16,1,264.52,Telefone,A
1891,1271,Produto Alpha,Linha_A,2024-10-16,5,172.98,Telefone,A
1891,1271,Produto Kappa,Linha_E,2024-10-16,1,229.59,Telefone,A
1892,1821,Produto Eta,Linha_D,2024-02-22,3,76.89,Digital,A
1893,3725,Produto Gamma,Linha_B,2024-01-23,2,102.97,Digital,A
1894,4465,Produto Theta,Linha_D,2024-11-16,5,387.52,Digital,A
1894,4465,Produto Delta,Linha_B,2024-11-16,2,317.7,Digital,A
1895,4857,Produto Iota,Linha_E,2024-10-22,3,146.35,Presencial,A
1895,4857,Produto Epsilon,Linha_C,2024-10-22,3,154.37,Presencial,A
1895,4857,Produto Theta,Linha_D,2024-10-22,3,441.47,Presencial,A
1895,4857,Produto Kappa,Linha_E,2024-10-22,2,210.5,Presencial,A
1896,2081,Produto Alpha,Linha_A,2025-05-23,5,194.87,Digital,B
1896,2081,Produto Beta,Linha_A,2025-05-23,5,234.25,Digital,B
1896,2081,Produto Zeta,Linha_C,2025-05-23,2,324.78,Digital,B
1897,2942,Produto Epsilon,Linha_C,2025-11-03,4,156.63,Presencial,A
1898,2561,Produto Alpha,Linha_A,2025-10-14,2,200.99,Digital,A
1898,2561,Produto Gamma,Linha_B,2025-10-14,3,105.03,Digital,A
1899,3995,Produto Beta,Linha_A,2024-06-11,2,242.14,Digital,A
1900,1122,Produto Alpha,Linha_A,2025-11-19,5,179.12,Digital,B
1900,1122,Produto Eta,Linha_D,2025-11-19,2,77.64,Digital,B
1900,1122,Produto Beta,Linha_A,2025-11-19,5,250.49,Digital,B
1900,1122,Produto Gamma,Linha_B,2025-11-19,1,105.31,Digital,B
1901,3063,Produto Iota,Linha_E,2025-03-31,2,164.99,Digital,B
1901,3063,Produto Epsilon,Linha_C,2025-03-31,2,140.22,Digital,B
1901,3063,Produto Zeta,Linha_C,2025-03-31,5,320.09,Digital,B
1901,3063,Produto Kappa,Linha_E,2025-03-31,5,198.45,Digital,B
1902,2772,Produto Iota,Linha_E,2025-03-10,1,144.27,Digital,A
1902,2772,Produto Epsilon,Linha_C,2025-03-10,2,147.88,Digital,A
1903,2983,Produto Gamma,Linha_B,2025-10-12,1,103.32,Digital,C
1903,2983,Produto Kappa,Linha_E,2025-10-12,2,223.21,Digital,C
1904,5634,Produto Gamma,Linha_B,2024-03-09,2,94.56,Telefone,C
1904,5634,Produto Beta,Linha_A,2024-03-09,3,240.09,Telefone,C
1904,5634,Produto Eta,Linha_D,2024-03-09,4,74.74,Telefone,C
1905,3345,Produto Iota,Linha_E,2024-12-13,5,177.53,Telefone,C
1905,3345,Produto Beta,Linha_A,2024-12-13,3,222.9,Telefone,C
1906,5106,Produto Eta,Linha_D,2025-08-17,2,73.29,Digital,A
1907,2325,Produto Beta,Linha_A,2025-09-20,3,241.27,Presencial,B
1908,5225,Produto Alpha,Linha_A,2025-04-22,2,193.47,Telefone,B
1908,5225,Produto Epsilon,Linha_C,2025-04-22,5,151.44,Telefone,B
1908,5225,Produto Eta,Linha_D,2025-04-22,1,76.54,Telefone,B
1908,5225,Produto Theta,Linha_D,2025-04-22,5,453.4,Telefone,B
1909,2785,Produto Iota,Linha_E,2025-03-28,1,163.75,Telefone,A
1909,2785,Produto Beta,Linha_A,2025-03-28,2,239.44,Telefone,A
1910,3604,Produto Iota,Linha_E,2024-11-19,2,167.95,Digital,B
1910,3604,Produto Epsilon,Linha_C,2024-11-19,2,127.39,Digital,B
1911,5650,Produto Epsilon,Linha_C,2024-04-15,5,129.65,Digital,C
1911,5650,Produto Beta,Linha_A,2024-04-15,1,222.81,Digital,C
1912,2333,Produto Gamma,Linha_B,2024-09-19,1,89.45,Digital,A
1912,2333,Produto Beta,Linha_A,2024-09-19,1,229.16,Digital,A
1912,2333,Produto Eta,Linha_D,2024-09-19,3,75.21,Digital,A
1912,2333,Produto Theta,Linha_D,2024-09-19,5,462.56,Digital,A
1912,2333,Produto Kappa,Linha_E,2024-09-19,1,216.91,Digital,A
1913,4262,Produto Alpha,Linha_A,2024-06-05,5,177.96,Digital,C
1913,4262,Produto Iota,Linha_E,2024-06-05,4,178.6,Digital,C
1913,4262,Produto Kappa,Linha_E,2024-06-05,4,206.27,Digital,C
1914,2533,Produto Gamma,Linha_B,2025-02-09,2,93.55,Digital,A
1914,2533,Produto Beta,Linha_A,2025-02-09,5,248.67,Digital,A
1914,2533,Produto Zeta,Linha_C,2025-02-09,4,317.3,Digital,A
1915,2961,Produto Alpha,Linha_A,2024-06-01,3,191.76,Digital,B
1915,2961,Produto Beta,Linha_A,2024-06-01,1,220.8,Digital,B
1915,2961,Produto Theta,Linha_D,2024-06-01,2,391.2,Digital,B
1916,4257,Produto Gamma,Linha_B,2024-10-01,3,95.3,Digital,C
1916,4257,Produto Theta,Linha_D,2024-10-01,2,394.75,Digital,C
1916,4257,Produto Delta,Linha_B,2024-10-01,1,328.65,Digital,C
1917,1300,Produto Eta,Linha_D,2024-12-01,3,79.16,Telefone,A
1918,5612,Produto Iota,Linha_E,2024-06-19,3,151.75,Telefone,C
1918,5612,Produto Epsilon,Linha_C,2024-06-19,5,128.73,Telefone,C
1918,5612,Produto Eta,Linha_D,2024-06-19,1,74.74,Telefone,C
1919,5120,Produto Beta,Linha_A,2025-04-21,3,247.53,Telefone,A
1920,1265,Produto Alpha,Linha_A,2024-04-01,2,189.41,Telefone,B
1920,1265,Produto Kappa,Linha_E,2024-04-01,5,223.87,Telefone,B
1921,1503,Produto Beta,Linha_A,2024-03-04,5,268.74,Presencial,C
1922,5390,Produto Zeta,Linha_C,2024-12-18,5,322.69,Telefone,A
1922,5390,Produto Beta,Linha_A,2024-12-18,4,266.5,Telefone,A
1922,5390,Produto Eta,Linha_D,2024-12-18,4,68.74,Telefone,A
1922,5390,Produto Delta,Linha_B,2024-12-18,3,289.62,Telefone,A
1923,5606,Produto Alpha,Linha_A,2025-01-19,5,180.68,Digital,B
1923,5606,Produto Beta,Linha_A,2025-01-19,3,239.31,Digital,B
1924,3468,Produto Eta,Linha_D,2024-02-12,3,73.69,Digital,C
1925,2757,Produto Iota,Linha_E,2025-10-20,5,145.27,Telefone,A
1926,1158,Produto Gamma,Linha_B,2024-09-10,2,102.05,Telefone,C
1926,1158,Produto Alpha,Linha_A,2024-09-10,5,199.48,Telefone,C
1926,1158,Produto Delta,Linha_B,2024-09-10,4,338.65,Telefone,C
1927,2857,Produto Alpha,Linha_A,2024-03-07,4,171.4,Digital,B
1927,2857,Produto Gamma,Linha_B,2024-03-07,3,99.63,Digital,B
1927,2857,Produto Theta,Linha_D,2024-03-07,4,427.23,Digital,B
1928,5662,Produto Iota,Linha_E,2024-07-09,1,146.22,Presencial,C
1928,5662,Produto Epsilon,Linha_C,2024-07-09,1,135.39,Presencial,C
1929,3812,Produto Epsilon,Linha_C,2025-02-14,1,130.22,Presencial,C
1930,1394,Produto Iota,Linha_E,2024-07-05,2,160.39,Telefone,C
1930,1394,Produto Epsilon,Linha_C,2024-07-05,3,126.98,Telefone,C
1931,1165,Produto Eta,Linha_D,2024-08-02,2,79.05,Presencial,C
1932,4426,Produto Gamma,Linha_B,2024-11-29,5,100.12,Digital,A
1932,4426,Produto Beta,Linha_A,2024-11-29,3,222.92,Digital,A
1932,4426,Produto Eta,Linha_D,2024-11-29,3,75.94,Digital,A
1932,4426,Produto Alpha,Linha_A,2024-11-29,2,192.63,Digital,A
1932,4426,Produto Epsilon,Linha_C,2024-11-29,2,150.35,Digital,A
1933,2555,Produto Gamma,Linha_B,2024-02-26,2,97.24,Telefone,C
1933,2555,Produto Eta,Linha_D,2024-02-26,4,68.0,Telefone,C
1933,2555,Produto Zeta,Linha_C,2024-02-26,2,288.6,Telefone,C
1934,4870,Produto Alpha,Linha_A,2025-11-01,3,195.7,Digital,B
1934,4870,Produto Iota,Linha_E,2025-11-01,3,171.32,Digital,B
1934,4870,Produto Gamma,Linha_B,2025-11-01,2,93.96,Digital,B
1934,4870,Produto Delta,Linha_B,2025-11-01,4,297.62,Digital,B
1935,5542,Produto Beta,Linha_A,2024-02-27,2,223.28,Digital,B
1935,5542,Produto Theta,Linha_D,2024-02-27,2,399.61,Digital,B
1935,5542,Produto Iota,Linha_E,2024-02-27,1,152.27,Digital,B
1935,5542,Produto Epsilon,Linha_C,2024-02-27,2,149.76,Digital,B
1935,5542,Produto Kappa,Linha_E,2024-02-27,3,199.63,Digital,B
1936,4485,Produto Alpha,Linha_A,2024-02-16,5,167.43,Presencial,A
1936,4485,Produto Gamma,Linha_B,2024-02-16,2,92.95,Presencial,A
1937,2168,Produto Iota,Linha_E,2024-04-08,1,177.08,Digital,A
1937,2168,Produto Epsilon,Linha_C,2024-04-08,4,130.57,Digital,A
1937,2168,Produto Zeta,Linha_C,2024-04-08,5,317.07,Digital,A
1938,2321,Produto Gamma,Linha_B,2024-09-27,1,91.52,Digital,B
1938,2321,Produto Eta,Linha_D,2024-09-27,5,77.99,Digital,B
1938,2321,Produto Theta,Linha_D,2024-09-27,4,389.7,Digital,B
1938,2321,Produto Zeta,Linha_C,2024-09-27,4,289.03,Digital,B
1938,2321,Produto Delta,Linha_B,2024-09-27,3,288.37,Digital,B
1939,2971,Produto Alpha,Linha_A,2025-05-07,5,184.86,Telefone,A
1940,1506,Produto Alpha,Linha_A,2024-01-18,2,167.98,Digital,A
1940,1506,Produto Beta,Linha_A,2024-01-18,4,221.05,Digital,A
1941,4767,Produto Epsilon,Linha_C,2025-02-23,3,133.49,Presencial,A
1941,4767,Produto Beta,Linha_A,2025-02-23,5,243.86,Presencial,A
1941,4767,Produto Eta,Linha_D,2025-02-23,1,77.28,Presencial,A
1942,3964,Produto Gamma,Linha_B,2025-02-07,5,101.74,Telefone,C
1942,3964,Produto Beta,Linha_A,2025-02-07,1,240.86,Telefone,C
1942,3964,Produto Alpha,Linha_A,2025-02-07,4,190.03,Telefone,C
1943,5460,Produto Alpha,Linha_A,2025-09-03,4,164.1,Telefone,C
1943,5460,Produto Beta,Linha_A,2025-09-03,1,260.29,Telefone,C
1944,3280,Produto Alpha,Linha_A,2025-07-14,2,197.0,Digital,C
1944,3280,Produto Zeta,Linha_C,2025-07-14,4,294.83,Digital,C
1945,3074,Produto Iota,Linha_E,2024-09-02,3,172.81,Digital,C
1945,3074,Produto Zeta,Linha_C,2024-09-02,1,324.55,Digital,C
1945,3074,Produto Delta,Linha_B,2024-09-02,2,333.47,Digital,C
1946,1346,Produto Alpha,Linha_A,2024-12-22,1,195.55,Digital,A
1946,1346,Produto Gamma,Linha_B,2024-12-22,2,94.83,Digital,A
1947,4794,Produto Beta,Linha_A,2025-01-02,4,249.09,Presencial,C
1948,3869,Produto Alpha,Linha_A,2024-07-17,4,171.84,Telefone,B
1948,3869,Produto Zeta,Linha_C,2024-07-17,5,320.47,Telefone,B
1948,3869,Produto Beta,Linha_A,2024-07-17,5,229.67,Telefone,B
1948,3869,Produto Delta,Linha_B,2024-07-17,5,303.6,Telefone,B
1949,2723,Produto Zeta,Linha_C,2025-08-20,5,323.13,Telefone,A
1950,2476,Produto Beta,Linha_A,2024-01-10,3,262.28,Telefone,B
1950,2476,Produto Theta,Linha_D,2024-01-10,3,442.6,Telefone,B
1950,2476,Produto Alpha,Linha_A,2024-01-10,3,201.34,Telefone,B
1950,2476,Produto Iota,Linha_E,2024-01-10,4,160.89,Telefone,B
1950,2476,Produto Epsilon,Linha_C,2024-01-10,2,138.27,Telefone,B
1950,2476,Produto Delta,Linha_B,2024-01-10,3,321.63,Telefone,B
1951,4902,Produto Alpha,Linha_A,2025-06-06,5,169.18,Digital,B
1951,4902,Produto Eta,Linha_D,2025-06-06,2,68.3,Digital,B
1952,3636,Produto Gamma,Linha_B,2025-01-28,1,95.6,Telefone,C
1952,3636,Produto Beta,Linha_A,2025-01-28,3,241.83,Telefone,C
1953,1300,Produto Eta,Linha_D,2024-06-04,4,77.47,Telefone,A
1953,1300,Produto Alpha,Linha_A,2024-06-04,4,163.06,Telefone,A
1953,1300,Produto Iota,Linha_E,2024-06-04,3,162.6,Telefone,A
1953,1300,Produto Epsilon,Linha_C,2024-06-04,2,152.74,Telefone,A
1953,1300,Produto Delta,Linha_B,2024-06-04,1,294.4,Telefone,A
1954,1888,Produto Eta,Linha_D,2025-08-03,5,75.69,Digital,C
1955,1083,Produto Eta,Linha_D,2024-11-27,2,73.87,Digital,A
1956,1090,Produto Alpha,Linha_A,2025-12-25,5,188.19,Telefone,C
1956,1090,Produto Delta,Linha_B,2025-12-25,3,345.93,Telefone,C
1956,1090,Produto Theta,Linha_D,2025-12-25,1,408.39,Telefone,C
1957,1404,Produto Alpha,Linha_A,2024-12-13,2,200.53,Digital,B
1957,1404,Produto Eta,Linha_D,2024-12-13,3,70.51,Digital,B
1958,4243,Produto Iota,Linha_E,2025-12-01,5,152.98,Digital,B
1958,4243,Produto Epsilon,Linha_C,2025-12-01,4,132.85,Digital,B
1959,1093,Produto Alpha,Linha_A,2024-08-23,3,184.51,Digital,B
1959,1093,Produto Gamma,Linha_B,2024-08-23,2,90.96,Digital,B
1960,2461,Produto Gamma,Linha_B,2024-08-08,5,106.16,Presencial,B
1960,2461,Produto Eta,Linha_D,2024-08-08,1,79.65,Presencial,B
1960,2461,Produto Zeta,Linha_C,2024-08-08,1,312.34,Presencial,B
1961,2155,Produto Iota,Linha_E,2025-01-18,5,145.33,Digital,A
1962,1506,Produto Gamma,Linha_B,2024-09-03,4,100.75,Telefone,A
1962,1506,Produto Eta,Linha_D,2024-09-03,5,73.2,Telefone,A
1962,1506,Produto Zeta,Linha_C,2024-09-03,4,285.84,Telefone,A
1963,5767,Produto Alpha,Linha_A,2025-02-02,4,185.15,Digital,C
1963,5767,Produto Eta,Linha_D,2025-02-02,3,76.21,Digital,C
1963,5767,Produto Beta,Linha_A,2025-02-02,3,229.23,Digital,C
1963,5767,Produto Gamma,Linha_B,2025-02-02,5,95.79,Digital,C
1964,3687,Produto Kappa,Linha_E,2025-06-02,5,231.59,Presencial,B
1965,3715,Produto Zeta,Linha_C,2024-12-30,1,307.83,Digital,B
1966,5112,Produto Gamma,Linha_B,2024-10-30,2,97.38,Digital,A
1966,5112,Produto Iota,Linha_E,2024-10-30,5,146.06,Digital,A
1966,5112,Produto Epsilon,Linha_C,2024-10-30,4,155.72,Digital,A
1966,5112,Produto Eta,Linha_D,2024-10-30,5,77.54,Digital,A
1967,2235,Produto Delta,Linha_B,2024-06-11,5,336.49,Presencial,B
1968,4624,Produto Zeta,Linha_C,2024-12-16,4,324.57,Digital,C
1969,1866,Produto Theta,Linha_D,2024-08-14,5,446.88,Presencial,A
1970,2847,Produto Beta,Linha_A,2024-01-12,1,251.19,Presencial,C
1970,2847,Produto Theta,Linha_D,2024-01-12,2,440.04,Presencial,C
1971,2514,Produto Iota,Linha_E,2024-05-16,5,150.58,Telefone,B
1971,2514,Produto Zeta,Linha_C,2024-05-16,3,274.39,Telefone,B
1971,2514,Produto Beta,Linha_A,2024-05-16,2,243.09,Telefone,B
1971,2514,Produto Delta,Linha_B,2024-05-16,5,347.68,Telefone,B
1972,4197,Produto Alpha,Linha_A,2025-10-21,2,169.6,Digital,C
1972,4197,Produto Gamma,Linha_B,2025-10-21,5,104.79,Digital,C
1973,5684,Produto Alpha,Linha_A,2025-08-07,1,188.47,Digital,B
1973,5684,Produto Gamma,Linha_B,2025-08-07,1,101.67,Digital,B
1973,5684,Produto Eta,Linha_D,2025-08-07,1,71.52,Digital,B
1973,5684,Produto Kappa,Linha_E,2025-08-07,4,212.87,Digital,B
1974,4406,Produto Alpha,Linha_A,2024-09-25,2,166.7,Digital,B
1974,4406,Produto Iota,Linha_E,2024-09-25,2,169.13,Digital,B
1974,4406,Produto Epsilon,Linha_C,2024-09-25,2,154.32,Digital,B
1974,4406,Produto Beta,Linha_A,2024-09-25,4,266.56,Digital,B
1975,1008,Produto Eta,Linha_D,2025-10-02,5,71.25,Digital,B
1976,3048,Produto Iota,Linha_E,2024-07-02,4,165.78,Presencial,B
1976,3048,Produto Epsilon,Linha_C,2024-07-02,2,135.57,Presencial,B
1977,2972,Produto Gamma,Linha_B,2024-08-29,1,98.9,Presencial,B
1977,2972,Produto Iota,Linha_E,2024-08-29,5,178.8,Presencial,B
1977,2972,Produto Theta,Linha_D,2024-08-29,3,408.77,Presencial,B
1978,2550,Produto Alpha,Linha_A,2024-04-23,4,177.86,Telefone,C
1979,1332,Produto Eta,Linha_D,2024-02-26,5,70.3,Presencial,A
1979,1332,Produto Theta,Linha_D,2024-02-26,2,399.68,Presencial,A
1980,2610,Produto Alpha,Linha_A,2024-01-22,1,175.5,Digital,B
1980,2610,Produto Iota,Linha_E,2024-01-22,3,152.18,Digital,B
1980,2610,Produto Epsilon,Linha_C,2024-01-22,1,155.32,Digital,B
1981,2831,Produto Gamma,Linha_B,2025-04-23,3,86.06,Telefone,A
1981,2831,Produto Zeta,Linha_C,2025-04-23,5,295.1,Telefone,A
1981,2831,Produto Delta,Linha_B,2025-04-23,2,297.94,Telefone,A
1982,1605,Produto Gamma,Linha_B,2024-05-27,2,87.05,Presencial,A
1982,1605,Produto Beta,Linha_A,2024-05-27,5,249.24,Presencial,A
1982,1605,Produto Eta,Linha_D,2024-05-27,4,68.4,Presencial,A
1982,1605,Produto Zeta,Linha_C,2024-05-27,5,276.83,Presencial,A
1982,1605,Produto Alpha,Linha_A,2024-05-27,1,196.37,Presencial,A
1982,1605,Produto Iota,Linha_E,2024-05-27,4,146.42,Presencial,A
1982,1605,Produto Epsilon,Linha_C,2024-05-27,5,126.16,Presencial,A
1983,4930,Produto Epsilon,Linha_C,2024-08-22,1,141.49,Digital,A
1984,3874,Produto Alpha,Linha_A,2025-10-31,3,190.38,Presencial,A
1984,3874,Produto Beta,Linha_A,2025-10-31,3,238.87,Presencial,A
1984,3874,Produto Gamma,Linha_B,2025-10-31,3,100.85,Presencial,A
1985,2597,Produto Eta,Linha_D,2025-10-08,2,75.55,Digital,C
1985,2597,Produto Zeta,Linha_C,2025-10-08,5,289.51,Digital,C
1985,2597,Produto Theta,Linha_D,2025-10-08,5,394.69,Digital,C
1985,2597,Produto Iota,Linha_E,2025-10-08,5,144.49,Digital,C
1985,2597,Produto Delta,Linha_B,2025-10-08,1,295.4,Digital,C
1986,3233,Produto Zeta,Linha_C,2024-01-17,3,309.72,Digital,B
1986,3233,Produto Beta,Linha_A,2024-01-17,2,268.79,Digital,B
1986,3233,Produto Delta,Linha_B,2024-01-17,5,328.52,Digital,B
1987,2479,Produto Epsilon,Linha_C,2024-10-22,2,150.39,Telefone,A
1987,2479,Produto Beta,Linha_A,2024-10-22,4,249.24,Telefone,A
1987,2479,Produto Zeta,Linha_C,2024-10-22,2,270.65,Telefone,A
1988,3993,Produto Alpha,Linha_A,2025-03-01,1,170.05,Digital,B
1988,3993,Produto Epsilon,Linha_C,2025-03-01,4,151.24,Digital,B
1988,3993,Produto Beta,Linha_A,2025-03-01,3,257.38,Digital,B
1989,1813,Produto Beta,Linha_A,2024-07-01,1,245.35,Digital,A
1990,4201,Produto Iota,Linha_E,2024-08-10,4,174.13,Telefone,B
1990,4201,Produto Eta,Linha_D,2024-08-10,4,76.4,Telefone,B
1990,4201,Produto Delta,Linha_B,2024-08-10,4,352.77,Telefone,B
1991,3198,Produto Gamma,Linha_B,2025-11-24,5,88.4,Digital,B
1992,1329,Produto Beta,Linha_A,2025-10-01,4,267.06,Digital,C
1993,2326,Produto Eta,Linha_D,2025-08-18,1,70.05,Telefone,A
1994,2824,Produto Gamma,Linha_B,2025-09-28,5,87.03,Digital,B
1995,2438,Produto Epsilon,Linha_C,2024-11-26,2,152.01,Digital,A
1995,2438,Produto Eta,Linha_D,2024-11-26,1,69.12,Digital,A
1995,2438,Produto Delta,Linha_B,2024-11-26,2,324.29,Digital,A
1996,3272,Produto Alpha,Linha_A,2025-12-06,2,188.47,Telefone,B
1996,3272,Produto Beta,Linha_A,2025-12-06,4,265.04,Telefone,B
1996,3272,Produto Delta,Linha_B,2025-12-06,5,301.27,Telefone,B
1996,3272,Produto Zeta,Linha_C,2025-12-06,5,318.33,Telefone,B
1997,1658,Produto Alpha,Linha_A,2024-03-25,3,197.45,Digital,B
1997,1658,Produto Beta,Linha_A,2024-03-25,4,252.49,Digital,B
1998,1356,Produto Beta,Linha_A,2024-10-25,2,234.25,Digital,A
1998,1356,Produto Eta,Linha_D,2024-10-25,2,75.28,Digital,A
1999,2360,Produto Alpha,Linha_A,2025-06-28,3,169.65,Presencial,C
1999,2360,Produto Beta,Linha_A,2025-06-28,3,236.01,Presencial,C
2000,4166,Produto Gamma,Linha_B,2024-03-17,3,97.32,Telefone,B
2000,4166,Produto Beta,Linha_A,2024-03-17,5,242.44,Telefone,B
2000,4166,Produto Zeta,Linha_C,2024-03-17,3,285.94,Telefone,B
2000,4166,Produto Alpha,Linha_A,2024-03-17,3,177.52,Telefone,B
2000,4166,Produto Iota,Linha_E,2024-03-17,2,176.2,Telefone,B
2000,4166,Produto Epsilon,Linha_C,2024-03-17,3,140.63,Telefone,B
2000,4166,Produto Delta,Linha_B,2024-03-17,4,344.61,Telefone,B
2001,1843,Produto Gamma,Linha_B,2024-07-28,1,92.56,Digital,C
2001,1843,Produto Beta,Linha_A,2024-07-28,5,224.54,Digital,C
2001,1843,Produto Eta,Linha_D,2024-07-28,2,82.57,Digital,C
2002,1206,Produto Eta,Linha_D,2025-12-29,3,70.16,Presencial,C
2003,2505,Produto Iota,Linha_E,2025-12-14,1,174.64,Telefone,B
2003,2505,Produto Epsilon,Linha_C,2025-12-14,3,135.79,Telefone,B
2003,2505,Produto Eta,Linha_D,2025-12-14,5,70.4,Telefone,B
2004,2804,Produto Beta,Linha_A,2024-06-30,2,232.27,Digital,B
2005,4064,Produto Gamma,Linha_B,2025-01-18,5,101.05,Presencial,B
2005,4064,Produto Epsilon,Linha_C,2025-01-18,5,127.78,Presencial,B
2005,4064,Produto Beta,Linha_A,2025-01-18,5,259.16,Presencial,B
2006,3826,Produto Alpha,Linha_A,2025-12-17,5,200.55,Telefone,C
2007,3845,Produto Alpha,Linha_A,2025-09-22,3,188.93,Digital,A
2007,3845,Produto Gamma,Linha_B,2025-09-22,2,96.9,Digital,A
2008,4140,Produto Gamma,Linha_B,2025-08-15,4,103.54,Digital,B
2008,4140,Produto Eta,Linha_D,2025-08-15,2,77.69,Digital,B
2008,4140,Produto Theta,Linha_D,2025-08-15,5,453.98,Digital,B
2009,1995,Produto Gamma,Linha_B,2025-07-23,2,87.43,Telefone,C
2009,1995,Produto Eta,Linha_D,2025-07-23,5,76.99,Telefone,C
2010,2672,Produto Zeta,Linha_C,2025-08-30,3,262.56,Telefone,A
2010,2672,Produto Beta,Linha_A,2025-08-30,2,262.19,Telefone,A
2010,2672,Produto Eta,Linha_D,2025-08-30,5,77.55,Telefone,A
2010,2672,Produto Delta,Linha_B,2025-08-30,3,347.36,Telefone,A
2011,1157,Produto Gamma,Linha_B,2024-10-12,3,104.15,Telefone,A
