id_cliente,reduziu_compras,segmento_A,var_compras_6m,freq_compras_trim,ticket_medio_ratio,tempo_cliente_anos,nps_score,canal_digital,vendedor_rotatividade,regiao,porte,inadimplencia_hist,segmento,prob_churn_real
1876,0,0,11.1,5,1.246,3.4,7.0,0,1,Sul,Micro,0,B,0.0009
1877,0,1,-44.8,2,0.914,1.3,4.0,1,6,Centro-Oeste,Medio,1,A,0.4846
1878,0,1,-29.6,2,0.522,2.6,,1,2,Centro-Oeste,Micro,0,A,0.4756
1879,0,0,29.5,6,1.457,7.7,8.0,0,3,Sul,Medio,0,B,0.0003
1880,1,1,-6.9,1,0.85,8.3,9.0,1,1,Sudeste,Micro,0,A,0.0809
1881,0,1,-14.1,1,0.753,6.9,6.0,0,2,Sudeste,Micro,0,A,0.0481
1882,0,0,30.0,4,,3.5,,1,0,Centro-Oeste,Medio,0,B,0.0032
1883,0,0,44.1,4,1.024,1.4,8.0,0,1,Sul,Grande,0,B,0.0019
1884,1,1,-15.2,3,0.146,1.5,3.0,1,4,Sul,Micro,0,A,0.3563
1885,0,1,-11.9,1,0.838,1.9,1.0,1,2,Norte,Micro,0,A,0.3761
1886,0,0,2.3,4,,3.7,7.0,1,2,Sul,Medio,0,C,0.0054
1887,0,1,-14.6,1,0.864,3.0,6.0,1,3,Centro-Oeste,Medio,0,A,0.0959
1888,0,0,-6.1,3,0.64,0.3,6.0,0,1,Sudeste,Grande,0,C,0.0121
1889,0,0,-25.7,4,1.237,3.5,7.0,0,3,Sul,Micro,0,B,0.037
1890,0,1,-2.0,3,0.84,15.4,5.0,0,2,Sudeste,Medio,0,A,0.0201
1891,1,1,-4.1,1,0.855,1.1,3.0,1,1,Centro-Oeste,Micro,0,A,0.4171
1892,1,1,-16.6,1,0.445,4.5,,1,3,Norte,Micro,0,A,0.4782
1893,0,1,-15.5,1,0.658,3.0,5.0,1,4,Norte,Medio,0,A,0.1706
1894,0,1,-31.9,2,0.538,2.9,5.0,1,4,Sudeste,Medio,0,A,0.5643
1895,0,0,32.1,9,1.249,5.0,9.0,1,1,Centro-Oeste,Medio,0,B,0.0002
1896,1,1,-42.3,3,0.884,3.8,3.0,0,2,Sul,Micro,1,A,0.2562
1897,0,0,36.2,5,,2.7,7.0,1,1,Sudeste,Micro,0,B,0.0017
1898,0,0,19.7,6,0.885,4.5,5.0,0,0,Nordeste,Micro,0,B,0.0005
1899,0,1,-12.2,3,0.711,2.5,7.0,1,2,Sul,Grande,1,A,0.3177
1900,1,1,-11.0,1,0.844,1.2,1.0,1,4,Sul,Micro,0,A,0.4841
1901,0,1,2.3,1,0.975,11.4,0.0,1,1,Sul,Micro,0,A,0.1018
1902,1,1,-29.2,3,0.579,1.6,4.0,0,3,Sul,Micro,0,A,0.5365
1903,0,0,23.7,4,1.129,1.8,6.0,0,2,Sul,Medio,0,B,0.0054
1904,0,1,-26.0,1,0.699,1.2,3.0,1,6,Sudeste,Micro,0,A,0.7747
1905,0,0,17.3,5,0.402,4.9,4.0,1,1,Sudeste,Grande,0,C,0.0015
1906,0,0,-23.5,4,0.933,0.7,,1,3,Nordeste,Micro,0,B,0.0154
1907,0,0,-5.5,0,1.138,10.7,6.0,0,1,Norte,Grande,0,B,0.0144
1908,0,0,43.1,4,0.871,8.8,6.0,0,3,Sudeste,Micro,0,B,0.0002
1909,0,0,34.6,4,1.127,5.3,8.0,0,1,Sudeste,Medio,0,B,0.0004
1910,0,1,15.0,1,0.934,0.2,4.0,0,0,Sudeste,Grande,0,A,0.0794
1911,0,1,4.8,1,1.034,12.5,6.0,1,3,Sudeste,Micro,0,A,0.0082
1912,0,0,-4.7,6,0.816,8.9,5.0,1,3,Sudeste,Grande,1,B,0.0029
1913,1,1,-28.2,1,1.039,0.4,8.0,1,5,Centro-Oeste,Medio,0,A,0.4389
1914,0,0,27.8,6,1.057,6.1,7.0,0,0,Sudeste,Grande,0,B,0.0011
1915,0,0,29.6,3,0.704,4.2,7.0,0,1,Sudeste,Medio,0,B,0.0037
1916,0,0,35.7,1,0.997,4.4,8.0,0,3,Sudeste,Micro,0,B,0.0055
1917,0,0,11.9,7,0.985,2.0,6.0,1,0,Sudeste,Micro,0,B,0.001
1918,0,0,6.7,5,0.931,3.1,,0,5,Nordeste,Micro,0,B,0.0096
1919,0,0,31.9,5,0.778,0.4,,0,1,Norte,Micro,0,B,0.0006
1920,0,0,-22.6,1,1.102,2.2,7.0,0,2,Sul,Micro,0,B,0.0201
1921,0,0,4.6,4,1.037,6.0,5.0,1,2,Nordeste,Micro,0,B,0.0114
1922,0,0,2.8,6,0.929,15.3,9.0,0,2,Sudeste,Micro,0,B,0.0003
1923,0,0,3.1,3,0.84,16.5,4.0,1,1,Nordeste,Medio,0,C,0.0015
1924,0,0,34.5,5,0.647,4.1,1.0,0,2,Norte,Micro,0,B,0.0031
1925,0,0,20.4,3,1.39,4.7,8.0,0,2,Sudeste,Micro,0,B,0.0009
1926,0,0,10.5,5,0.991,1.0,8.0,0,2,Sul,Medio,0,B,0.0089
1927,0,0,-22.5,4,1.225,5.9,7.0,0,0,Sudeste,Micro,0,B,0.0103
1928,0,1,-40.7,0,1.026,0.5,,1,2,Sudeste,Micro,0,A,0.2919
1929,0,0,24.2,3,1.278,1.7,6.0,1,0,Centro-Oeste,Micro,0,C,0.0012
1930,0,1,-12.9,1,0.928,1.7,5.0,1,2,Sudeste,Grande,0,A,0.1489
1931,0,0,32.6,7,1.099,1.9,6.0,0,0,Sul,Medio,0,B,0.0006
1932,0,0,-6.2,4,0.676,0.3,9.0,0,1,Norte,Micro,0,B,0.0032
1933,0,0,8.9,4,1.397,8.9,5.0,0,1,Nordeste,Medio,0,C,0.0033
1934,1,1,-21.4,1,0.529,3.0,4.0,0,4,Sudeste,Medio,0,A,0.1539
1935,0,0,25.7,6,1.378,0.3,8.0,1,2,Sul,Medio,0,B,0.0064
1936,0,0,49.2,3,0.985,0.4,7.0,0,2,Sudeste,Medio,0,B,0.0008
1937,0,1,-29.3,1,0.997,0.2,3.0,1,3,Sul,Medio,1,A,0.5938
1938,1,1,-58.7,1,0.968,0.8,6.0,1,3,Nordeste,Micro,0,A,0.5548
1939,0,0,17.7,4,1.13,7.4,7.0,0,1,Sul,Micro,0,B,0.002
1940,0,0,16.3,3,1.128,1.9,7.0,0,2,Sudeste,Medio,0,B,0.0033
1941,0,1,-54.3,0,0.741,3.1,4.0,0,4,Sudeste,Grande,0,A,0.4062
1942,0,0,-11.7,7,1.06,1.0,6.0,0,2,Sudeste,Medio,0,B,0.006
1943,0,0,-0.8,5,1.058,3.4,5.0,0,1,Centro-Oeste,Grande,0,B,0.003
1944,0,0,30.9,1,1.086,5.8,8.0,0,3,Norte,Grande,0,B,0.0025
1945,0,0,-12.6,2,1.021,5.3,8.0,0,2,Sul,Micro,0,C,0.0237
1946,0,0,2.6,4,0.757,4.6,7.0,0,0,Sul,Medio,0,B,0.0048
1947,0,0,-31.4,6,0.958,12.9,6.0,0,2,Sul,Medio,1,C,0.0019
1948,0,0,17.7,5,1.144,1.3,4.0,1,0,Nordeste,Grande,0,C,0.0016
1949,1,1,-42.8,2,0.751,0.6,4.0,1,2,Nordeste,Grande,0,A,0.5206
1950,0,1,25.5,1,0.782,2.4,7.0,1,1,Sudeste,Medio,0,A,0.0326
1951,1,0,-9.0,1,0.916,0.4,4.0,1,1,Centro-Oeste,Micro,0,B,0.0362
1952,0,0,27.0,3,1.176,0.3,6.0,1,3,Centro-Oeste,Medio,0,B,0.0144
1953,0,0,18.7,3,1.187,1.3,5.0,0,1,Sul,Micro,0,B,0.0026
1954,0,0,-9.3,4,0.538,5.0,7.0,0,2,Nordeste,Medio,0,B,0.0218
1955,0,0,30.2,8,0.707,1.5,6.0,1,2,Sudeste,Grande,0,B,0.0004
1956,0,0,-32.4,8,1.01,1.1,6.0,0,2,Sudeste,Micro,0,B,0.0044
1957,1,1,-18.5,2,0.891,2.3,3.0,1,0,Sudeste,Medio,0,A,0.2507
1958,0,0,22.1,8,1.116,4.8,5.0,0,0,Sul,Micro,0,C,0.0005
1959,0,1,-22.8,2,0.749,1.3,3.0,0,1,Sul,Micro,0,A,0.16
1960,0,0,-14.9,4,1.233,1.8,5.0,0,2,Centro-Oeste,Micro,0,C,0.0051
1961,0,1,13.6,4,0.913,5.5,4.0,1,3,Sul,Medio,0,A,0.0471
1962,0,0,5.4,6,,14.6,5.0,0,3,Centro-Oeste,Grande,1,C,0.0003
1963,0,1,-29.1,0,0.749,0.4,5.0,0,1,Sudeste,Grande,1,A,0.1639
1964,1,1,-40.1,0,0.492,0.2,5.0,1,1,Sudeste,Micro,0,A,0.8197
1965,0,1,-16.1,3,0.802,4.6,0.0,0,2,Sudeste,Grande,0,A,0.2902
1966,0,0,3.7,5,1.174,1.6,7.0,1,0,Sudeste,Medio,0,B,0.0025
1967,0,0,2.2,3,0.891,3.0,4.0,1,3,Centro-Oeste,Micro,0,C,0.0075
1968,0,0,41.0,3,1.058,8.2,5.0,1,1,Sudeste,Micro,0,B,0.0003
1969,0,0,40.7,2,1.124,3.0,,0,0,Sudeste,Micro,0,C,0.0021
1970,0,0,13.0,3,1.242,9.4,8.0,1,2,Sudeste,Grande,0,B,0.0014
1971,0,0,21.7,8,0.982,20.0,8.0,1,1,Centro-Oeste,Medio,0,B,0.0001
1972,0,0,-21.8,6,0.861,0.4,9.0,1,2,Nordeste,Medio,0,C,0.0413
1973,0,1,-16.2,1,0.706,2.8,7.0,0,2,Centro-Oeste,Micro,0,A,0.2353
1974,0,1,-12.6,0,0.844,1.7,7.0,0,1,Sul,Medio,0,A,0.0834
1975,0,0,3.7,5,1.102,2.4,5.0,0,3,Sul,Micro,0,C,0.0042
1976,0,0,-0.7,5,0.712,0.7,5.0,0,1,Sudeste,Micro,0,C,0.0087
1977,0,0,-7.8,3,0.976,10.2,7.0,0,0,Sudeste,Medio,0,C,0.0013
1978,0,0,8.7,7,0.825,0.2,5.0,0,0,Sul,Micro,0,C,0.0095
1979,0,1,4.9,1,0.787,4.4,4.0,0,1,Sudeste,Medio,0,A,0.0615
1980,0,0,34.2,2,1.129,1.0,4.0,0,1,Sudeste,Micro,0,C,0.0059
1981,0,0,8.0,6,1.274,13.4,7.0,0,0,Sudeste,Medio,0,B,0.0007
1982,0,0,29.3,1,1.327,5.5,5.0,1,1,Norte,Micro,0,C,0.0057
1983,0,0,-10.7,2,1.159,12.2,5.0,1,0,Sul,Medio,0,B,0.0181
1984,0,0,19.3,4,0.959,17.9,7.0,1,2,Sul,Micro,0,B,0.0012
1985,0,0,5.7,4,0.937,3.4,5.0,1,0,Centro-Oeste,Micro,0,B,0.002
1986,0,1,-31.6,3,0.882,2.7,4.0,1,3,Sudeste,Grande,0,A,0.3489
1987,0,1,25.1,2,0.948,0.7,4.0,0,4,Centro-Oeste,Micro,0,A,0.0392
1988,0,0,-1.5,3,0.783,1.3,9.0,0,3,Sudeste,Medio,0,C,0.0095
1989,0,0,0.7,6,1.575,6.2,6.0,1,0,Sudeste,Grande,0,C,0.0017
1990,0,1,-27.2,2,0.874,5.7,6.0,1,0,Norte,Micro,0,A,0.1358
1991,0,0,14.9,3,1.235,0.3,6.0,1,1,Norte,Micro,0,B,0.0055
1992,0,0,35.0,2,1.152,4.7,7.0,1,2,Centro-Oeste,Medio,0,B,0.0032
1993,0,0,-15.0,4,0.82,5.1,6.0,0,1,Sudeste,Grande,0,B,0.0026
1994,0,1,-8.5,1,,4.1,6.0,0,4,Sudeste,Grande,0,A,0.0493
1995,0,0,15.0,9,0.879,2.3,7.0,1,0,Sudeste,Medio,0,C,0.001
1996,0,0,-24.2,2,,8.2,5.0,1,0,Sul,Medio,0,B,0.0501
1997,0,0,35.0,5,0.781,3.8,8.0,0,0,Nordeste,Micro,0,B,0.001
1998,0,0,13.4,3,1.437,0.6,,0,1,Sul,Grande,0,B,0.0067
1999,0,1,-3.5,1,0.732,1.9,4.0,1,2,Nordeste,Grande,0,A,0.4309
2000,0,0,-33.5,2,1.241,15.3,7.0,0,0,Sudeste,Micro,0,B,0.0056
2001,0,1,11.3,0,0.656,2.4,4.0,1,4,Sul,Micro,0,A,0.1174
2002,0,1,23.2,3,0.622,0.4,4.0,0,4,Sudeste,Micro,0,A,0.0161
2003,0,0,5.0,4,1.378,3.3,6.0,0,0,Nordeste,Micro,0,B,0.006
2004,1,0,-6.5,3,1.01,0.8,6.0,1,2,Centro-Oeste,Medio,0,C,0.0271
2005,0,0,-41.0,6,,10.1,4.0,0,4,Norte,Micro,0,B,0.0128
2006,1,1,-43.9,3,0.838,0.7,3.0,1,2,Centro-Oeste,Micro,1,A,0.407
2007,0,0,24.7,5,1.189,7.6,4.0,0,2,Centro-Oeste,Micro,0,B,0.0005
2008,0,0,7.3,4,0.932,5.6,7.0,1,1,Norte,Grande,0,C,0.0072
2009,0,0,-22.3,7,0.569,4.6,8.0,1,2,Sudeste,Medio,0,B,0.0059
2010,0,0,38.5,4,1.304,1.1,6.0,0,0,Sudeste,Micro,0,C,0.0003
2011,0,0,-5.4,6,1.145,1.2,8.0,0,0,Sudeste,Micro,0,B,0.0013
2012,0,0,-21.6,7,0.856,0.2,5.0,0,2,Nordeste,Grande,0,B,0.0051
2013,0,1,-17.1,2,0.744,5.4,5.0,0,0,Nordeste,Medio,0,A,0.1008
2014,0,1,-7.8,0,,0.9,3.0,0,5,Sul,Micro,1,A,0.5188
2015,0,0,-18.8,7,1.397,9.0,8.0,0,2,Centro-Oeste,Micro,0,B,0.0008
2016,0,0,2.0,5,0.977,2.3,8.0,0,1,Nordeste,Micro,0,B,0.0018
2017,0,0,38.8,7,1.379,7.0,7.0,0,2,Sul,Micro,0,C,0.0001
2018,0,0,-19.1,6,1.05,2.9,6.0,0,3,Sudeste,Medio,0,C,0.0201
2019,0,1,-11.0,1,0.618,1.6,2.0,1,2,Nordeste,Grande,0,A,0.3671
2020,0,1,-24.3,1,0.664,1.1,5.0,1,7,Sul,Medio,1,A,0.647
2021,0,1,-7.3,1,1.171,1.0,5.0,1,2,Centro-Oeste,Grande,0,A,0.3485
2022,0,1,-39.0,1,0.907,2.9,2.0,1,1,Sudeste,Micro,0,A,0.2164
2023,0,0,12.7,7,0.841,4.9,4.0,0,1,Nordeste,Medio,0,B,0.0012
2024,0,0,-11.1,2,1.277,8.5,5.0,0,2,Nordeste,Medio,0,C,0.0083
2025,0,0,-32.0,6,1.285,5.3,8.0,0,3,Nordeste,Micro,0,C,0.0126
2026,0,0,-20.2,10,0.959,2.8,7.0,1,4,Sudeste,Micro,0,B,0.0015
2027,0,0,3.6,3,1.153,1.3,5.0,1,0,Nordeste,Medio,0,C,0.0344
2028,0,0,12.7,4,1.362,0.4,4.0,0,2,Norte,Micro,0,B,0.0029
2029,0,1,6.2,2,0.525,5.0,7.0,0,4,Sudeste,Micro,0,A,0.0187
2030,0,0,15.2,4,0.652,20.0,4.0,1,1,Norte,Medio,0,B,0.0007
2031,0,0,39.2,6,,6.7,6.0,0,2,Sul,Grande,0,B,0.001
2032,0,0,4.0,2,0.663,2.0,10.0,0,5,Sudeste,Medio,0,B,0.022
2033,1,1,-7.0,1,0.506,2.3,0.0,0,4,Sudeste,Medio,0,A,0.5352
2034,0,1,-37.6,1,,3.2,5.0,0,4,Sul,Micro,0,A,0.2307
2035,0,1,-11.7,3,0.594,1.5,,1,4,Sul,Medio,0,A,0.4388
2036,0,0,0.5,4,1.035,0.2,8.0,0,1,Centro-Oeste,Medio,0,C,0.012
2037,0,0,-1.7,2,1.21,0.6,6.0,1,0,Sudeste,Grande,0,B,0.0164
2038,0,0,9.4,7,1.311,10.5,6.0,0,0,Centro-Oeste,Micro,0,B,0.0003
2039,1,0,-20.4,3,1.127,9.1,5.0,1,2,Sul,Medio,0,B,0.0228
2040,1,1,-11.4,0,0.309,0.2,1.0,1,4,Sudeste,Medio,0,A,0.5502
2041,0,0,22.1,3,1.039,1.7,7.0,1,2,Sudeste,Micro,0,B,0.0029
2042,0,0,-6.1,3,1.219,7.9,8.0,0,1,Norte,Micro,0,C,0.0032
2043,0,0,11.7,1,1.087,13.9,6.0,0,1,Sudeste,Micro,0,B,0.0006
2044,0,0,33.0,6,1.171,7.6,6.0,1,2,Centro-Oeste,Micro,0,C,0.0001
2045,0,1,-2.9,2,0.632,1.5,3.0,1,5,Nordeste,Grande,0,A,0.4153
2046,0,1,-20.7,1,0.801,1.0,,1,4,Centro-Oeste,Micro,0,A,0.1488
2047,0,0,15.9,4,1.195,3.7,8.0,1,2,Sudeste,Micro,0,C,0.0082
2048,0,0,37.9,5,1.364,1.3,7.0,0,1,Sul,Medio,0,C,0.0005
2049,0,0,13.1,4,0.91,8.3,5.0,0,1,Nordeste,Micro,0,C,0.0005
2050,0,0,26.9,5,0.905,2.4,7.0,0,1,Sul,Medio,0,B,0.0014
2051,0,0,23.9,1,1.398,9.0,5.0,1,2,Nordeste,Micro,0,C,0.0007
2052,0,0,9.9,3,0.976,2.4,8.0,1,2,Sudeste,Grande,0,C,0.0041
2053,0,0,33.8,2,1.099,8.7,,1,1,Nordeste,Grande,0,C,0.0019
2054,0,0,-12.2,3,1.108,2.0,4.0,0,0,Norte,Grande,0,B,0.012
2055,0,0,16.6,4,1.049,2.9,6.0,0,2,Nordeste,Micro,0,B,0.0011
2056,0,0,-3.1,5,1.477,4.8,7.0,0,0,Sudeste,Medio,0,C,0.0009
2057,0,0,25.8,7,1.0,0.4,7.0,1,2,Norte,Micro,0,B,0.002
2058,0,0,7.6,4,1.224,14.8,6.0,1,4,Sudeste,Micro,0,B,0.0004
2059,0,0,27.1,4,0.958,4.3,6.0,1,2,Sudeste,Micro,0,B,0.0012
2060,0,0,23.3,3,1.46,3.5,5.0,1,0,Centro-Oeste,Medio,0,B,0.0022
2061,0,0,-0.4,8,0.869,9.1,6.0,0,0,Nordeste,Medio,0,B,0.0004
2062,0,1,-7.3,2,0.916,4.3,5.0,1,5,Nordeste,Medio,0,A,0.0626
2063,0,0,17.1,4,0.535,3.7,8.0,1,0,Norte,Micro,0,C,0.0024
2064,0,0,3.9,4,0.985,13.1,5.0,0,0,Sudeste,Micro,0,B,0.0017
2065,0,0,25.3,3,1.172,0.3,7.0,0,0,Sudeste,Medio,0,B,0.0015
2066,0,1,-20.2,3,0.46,2.5,3.0,0,5,Centro-Oeste,Micro,0,A,0.2601
2067,1,1,-33.6,2,0.698,5.7,4.0,1,5,Sudeste,Medio,0,A,0.6269
2068,1,1,-12.3,2,1.484,2.5,2.0,1,4,Sul,Micro,0,A,0.1857
2069,0,0,17.1,7,0.815,3.1,8.0,0,3,Sudeste,Medio,0,B,0.0005
2070,0,1,-77.5,2,0.84,4.5,0.0,0,4,Sudeste,Medio,0,A,0.5279
2071,0,0,56.0,10,0.727,2.6,5.0,0,1,Sudeste,Micro,0,C,0.0002
2072,0,1,38.6,1,0.542,3.7,5.0,1,5,Sudeste,Micro,0,A,0.013
2073,0,1,-34.7,1,0.874,2.4,4.0,1,4,Sul,Medio,0,A,0.5102
2074,0,1,-5.7,0,0.731,0.2,3.0,0,4,Sul,Medio,1,A,0.3564
2075,1,1,-39.4,0,0.601,1.8,0.0,1,1,Nordeste,Micro,0,A,0.7473
2076,0,0,-25.2,5,0.947,1.6,8.0,1,2,Sudeste,Micro,0,B,0.0178
2077,0,0,-1.2,3,1.294,1.5,8.0,0,1,Sudeste,Grande,0,C,0.0018
2078,0,0,-19.7,3,0.999,2.0,5.0,1,0,Centro-Oeste,Medio,0,B,0.0236
2079,0,1,-7.3,0,0.907,7.7,6.0,0,5,Sul,Micro,0,A,0.0356
2080,1,1,-0.4,0,0.396,0.5,5.0,1,2,Nordeste,Medio,0,A,0.3901
2081,0,0,43.2,4,0.93,1.3,6.0,0,1,Norte,Micro,0,B,0.0026
2082,0,0,8.9,2,0.956,11.8,6.0,0,1,Sul,Medio,0,C,0.0049
2083,0,1,-0.7,3,0.617,2.4,6.0,0,3,Sudeste,Micro,0,A,0.0659
2084,0,0,15.8,3,1.022,1.3,7.0,0,0,Nordeste,Grande,0,B,0.0014
2085,0,0,13.8,6,0.983,1.2,7.0,0,0,Nordeste,Medio,0,B,0.0035
2086,0,1,-38.0,1,0.94,4.2,2.0,1,3,Sudeste,Medio,1,A,0.7483
2087,0,0,3.2,2,1.293,11.2,8.0,1,0,Centro-Oeste,Medio,0,B,0.0008
2088,0,1,-25.3,0,0.643,0.2,6.0,1,4,Sul,Grande,0,A,0.5747
2089,0,0,19.8,5,1.314,2.7,7.0,0,1,Nordeste,Medio,0,C,0.0007
2090,0,1,-60.1,1,0.62,2.9,2.0,1,1,Sudeste,Medio,0,A,0.8065
2091,0,0,29.0,0,1.077,7.4,6.0,0,1,Nordeste,Medio,0,B,0.003
2092,0,1,-23.3,2,0.487,0.5,5.0,1,5,Centro-Oeste,Medio,0,A,0.2573
2093,0,0,-5.3,6,0.987,3.7,7.0,1,5,Centro-Oeste,Medio,0,C,0.0081
2094,0,1,-11.1,1,1.116,1.3,5.0,1,3,Sudeste,Micro,0,A,0.1875
2095,0,0,7.5,5,1.081,2.0,7.0,0,1,Sudeste,Medio,0,C,0.0096
2096,0,0,11.2,3,0.994,0.9,7.0,0,1,Sul,Micro,0,C,0.0097
2097,0,0,34.2,3,0.61,6.2,7.0,1,0,Sudeste,Grande,0,C,0.001
2098,0,0,-27.8,1,1.036,3.9,7.0,0,1,Sul,Micro,0,B,0.0255
2099,0,0,-19.8,5,1.071,9.6,5.0,1,5,Norte,Grande,0,B,0.0062
2100,1,1,-29.1,2,0.676,4.8,3.0,1,1,Sudeste,Medio,0,A,0.5628
2101,0,1,10.0,1,0.707,8.1,8.0,1,3,Sul,Medio,0,A,0.0356
2102,0,0,23.8,6,1.027,1.7,7.0,1,0,Nordeste,Medio,0,B,0.0015
2103,1,1,-20.5,3,0.787,1.1,7.0,1,3,Nordeste,Micro,0,A,0.1331
2104,0,0,20.1,4,1.01,0.2,7.0,1,0,Nordeste,Micro,0,C,0.0037
2105,0,1,-1.2,1,1.038,2.7,6.0,0,2,Nordeste,Micro,0,A,0.0284
2106,0,0,18.4,4,0.822,6.3,6.0,0,2,Sul,Medio,0,B,0.0077
2107,0,0,29.7,5,1.39,2.3,6.0,1,3,Sudeste,Micro,0,B,0.0035
2108,0,0,11.5,6,0.992,1.2,6.0,0,2,Centro-Oeste,Medio,1,B,0.0038
2109,0,0,17.8,2,1.168,3.9,6.0,1,2,Centro-Oeste,Micro,0,B,0.0083
2110,0,1,-8.1,0,1.015,0.5,5.0,1,4,Sul,Micro,0,A,0.2467
2111,0,0,-0.2,6,1.092,2.0,7.0,0,1,Norte,Micro,0,B,0.0037
2112,0,1,-20.7,1,0.773,3.8,1.0,1,3,Sudeste,Grande,0,A,0.1838
2113,0,0,18.2,2,1.082,1.6,7.0,1,3,Sudeste,Medio,0,C,0.0076
2114,0,0,-11.5,5,0.623,14.9,5.0,0,0,Sudeste,Micro,0,B,0.0009
2115,0,0,-6.5,6,0.466,2.2,6.0,0,0,Sudeste,Medio,0,C,0.0092
2116,0,1,-23.2,4,0.946,0.2,5.0,1,3,Sudeste,Micro,0,A,0.1807
2117,0,1,-16.9,3,0.708,0.2,1.0,0,1,Sul,Grande,0,A,0.0854
2118,0,1,-18.4,3,0.592,1.2,3.0,1,1,Nordeste,Medio,0,A,0.3687
2119,1,1,-18.3,2,0.829,1.6,0.0,1,6,Sudeste,Micro,0,A,0.3465
2120,0,1,-15.3,0,0.745,2.3,7.0,1,6,Sul,Medio,1,A,0.3053
2121,0,0,3.3,5,,4.7,8.0,0,2,Nordeste,Micro,0,B,0.0012
2122,0,1,-31.7,2,,11.4,9.0,1,3,Nordeste,Grande,0,A,0.1172
2123,0,0,8.7,3,1.299,2.4,8.0,0,0,Nordeste,Micro,0,B,0.0075
2124,0,0,20.8,4,1.096,11.4,7.0,0,1,Norte,Medio,0,C,0.0009
2125,0,0,25.2,10,1.086,1.4,4.0,0,3,Centro-Oeste,Micro,0,B,0.0007
2126,1,0,-31.8,5,1.048,1.7,6.0,0,2,Sudeste,Medio,0,B,0.046
2127,0,1,-37.8,2,0.806,4.0,5.0,1,0,Sul,Medio,0,A,0.6102
2128,0,0,26.9,4,1.127,7.1,8.0,1,3,Sudeste,Medio,0,B,0.0008
2129,0,1,-23.6,5,0.677,1.9,2.0,1,2,Sudeste,Medio,0,A,0.2875
2130,0,0,-28.7,5,1.227,4.7,5.0,0,2,Sudeste,Grande,0,B,0.0062
2131,0,1,6.4,1,,0.2,,1,2,Centro-Oeste,Micro,1,A,0.3068
2132,0,0,28.1,6,1.22,5.3,6.0,0,2,Sudeste,Micro,0,C,0.0002
2133,0,0,-15.7,6,1.328,7.3,3.0,1,0,Sul,Micro,0,B,0.0165
2134,0,0,-15.4,5,1.058,2.2,6.0,0,4,Sudeste,Grande,0,B,0.0051
2135,0,1,41.6,0,0.853,0.8,5.0,1,2,Centro-Oeste,Micro,1,A,0.0184
2136,0,1,-36.3,4,0.922,5.8,4.0,0,2,Sul,Medio,0,A,0.1315
2137,0,0,32.3,7,1.065,7.1,8.0,1,1,Norte,Medio,1,B,0.0002
2138,0,0,38.9,4,0.974,0.2,8.0,1,1,Sudeste,Micro,0,B,0.0038
2139,1,1,-47.0,1,0.82,1.9,8.0,0,7,Sudeste,Micro,0,A,0.5663
2140,1,1,-36.2,1,1.066,2.3,3.0,1,4,Sudeste,Micro,0,A,0.494
2141,0,1,2.6,0,0.248,1.3,4.0,0,3,Norte,Micro,0,A,0.2337
2142,0,0,-19.3,3,1.214,1.7,6.0,1,0,Sudeste,Micro,0,B,0.009
2143,1,1,-39.4,3,0.814,0.2,3.0,1,2,Centro-Oeste,Micro,0,A,0.7045
2144,0,0,4.1,5,0.935,0.3,6.0,1,1,Sudeste,Grande,0,B,0.0031
2145,0,0,5.5,8,1.241,10.3,5.0,0,2,Sudeste,Grande,0,B,0.0001
2146,0,0,29.8,2,0.785,4.2,8.0,1,0,Nordeste,Micro,0,B,0.0057
2147,0,0,19.3,7,0.962,2.4,7.0,0,1,Norte,Micro,0,C,0.0003
2148,0,0,12.1,3,1.339,0.6,6.0,0,1,Centro-Oeste,Micro,0,C,0.0104
2149,0,0,5.1,6,0.633,14.7,7.0,0,1,Norte,Medio,0,B,0.0002
2150,1,1,-39.0,1,0.89,4.1,5.0,1,6,Nordeste,Medio,0,A,0.776
2151,0,0,32.3,5,1.366,1.7,5.0,0,1,Centro-Oeste,Micro,0,B,0.001
2152,0,0,10.8,5,1.293,2.2,9.0,0,0,Norte,Micro,0,B,0.0023
2153,0,0,21.1,8,1.138,1.6,7.0,1,0,Centro-Oeste,Medio,0,B,0.0009
2154,0,0,12.4,4,0.839,4.6,8.0,1,1,Centro-Oeste,Medio,0,B,0.0017
2155,0,1,-15.7,3,0.977,1.1,0.0,1,2,Centro-Oeste,Micro,0,A,0.3541
2156,0,0,10.1,5,0.912,9.7,8.0,1,2,Centro-Oeste,Medio,0,B,0.0045
2157,1,1,-17.9,3,0.746,6.3,3.0,1,3,Sul,Micro,0,A,0.2632
2158,0,0,5.2,4,1.039,8.8,6.0,1,1,Nordeste,Micro,0,B,0.0033
2159,1,1,-30.0,1,0.509,6.3,3.0,1,4,Nordeste,Medio,0,A,0.2943
2160,0,0,18.6,6,1.335,1.5,8.0,1,4,Sul,Medio,0,B,0.0072
2161,0,1,4.5,1,0.76,1.9,6.0,1,2,Norte,Micro,1,A,0.2455
2162,0,0,12.8,7,,1.8,6.0,0,1,Sul,Grande,0,B,0.0008
2163,0,0,40.1,6,0.915,2.0,6.0,0,0,Sudeste,Micro,0,B,0.0003
2164,0,1,-27.2,3,0.624,0.6,4.0,0,2,Centro-Oeste,Medio,0,A,0.1028
