id_cliente;reduziu_compras;segmento_A;var_compras_6m;freq_compras_trim;ticket_medio_ratio;tempo_cliente_anos;nps_score;canal_digital;vendedor_rotatividade;regiao;porte;inadimplencia_hist;segmento
2233;0;1;-35.6;2;0.782;9.5;3.0;1;6;Sul;Medio;0;A
2234;0;1;-58.2;2;0.579;2.8;4.0;1;2;Sul;Micro;0;A
2235;0;0;-16.9;5;0.793;4.7;8.0;0;0;Centro-Oeste;Medio;0;B
2236;0;0;7.9;7;1.094;4.7;5.0;0;1;Sudeste;Micro;0;C
2237;0;0;-36.7;7;0.715;1.8;6.0;0;0;Nordeste;Medio;0;B
2238;0;0;-11.0;7;0.893;9.0;7.0;0;2;Sudeste;Grande;0;C
2239;0;0;3.4;2;0.977;0.9;7.0;1;1;Nordeste;Micro;0;B
2240;0;0;-7.3;4;1.102;0.3;;1;2;Sul;Grande;0;B
2241;0;0;1.3;8;0.993;1.1;6.0;1;2;Nordeste;Medio;0;C
2242;0;0;13.7;5;0.98;1.6;7.0;1;2;Norte;Micro;0;B
2243;0;0;27.2;5;0.779;1.7;6.0;0;0;Norte;Micro;0;C
2244;0;1;-32.7;2;0.689;0.9;8.0;0;4;Norte;Micro;0;A
2245;0;1;-24.1;1;0.725;0.7;3.0;1;1;Norte;Medio;0;A
2246;0;0;-36.2;3;1.142;5.6;7.0;0;0;Centro-Oeste;Medio;0;C
2247;0;0;19.9;6;0.874;0.5;8.0;1;1;Sul;Micro;0;B
2248;0;0;-9.2;6;0.853;0.8;9.0;0;2;Sul;Medio;0;C
2249;0;0;14.9;3;0.783;3.6;9.0;0;0;Nordeste;Medio;1;C
2250;1;1;-24.3;4;0.813;0.4;7.0;0;5;Centro-Oeste;Grande;0;A
2251;0;0;52.6;5;0.973;9.8;8.0;1;0;Norte;Medio;0;B
2252;0;1;18.6;0;0.75;0.7;4.0;0;3;Sudeste;Grande;0;A
2253;0;0;20.6;2;0.946;5.3;8.0;0;0;Sul;Medio;0;B
2254;0;0;16.5;4;0.954;5.6;7.0;1;0;Sul;Micro;0;C
2255;0;1;-12.9;0;0.646;3.3;0.0;0;4;Centro-Oeste;Grande;0;A
2256;0;0;-1.2;3;1.16;4.9;;1;1;Sudeste;Medio;0;B
2257;0;0;-7.4;8;1.059;0.8;7.0;1;3;Sul;Medio;0;B
2258;0;1;-36.8;1;1.103;10.2;7.0;1;4;Sudeste;Medio;0;A
2259;0;0;-4.7;5;0.983;2.4;6.0;0;0;Sul;Grande;0;C
2260;0;0;16.4;4;;2.9;6.0;1;2;Sudeste;Grande;0;B
2261;0;0;3.2;6;0.987;3.7;9.0;1;2;Sudeste;Micro;0;C
2262;1;1;-58.9;3;0.892;0.3;0.0;1;3;Norte;Micro;1;A
2263;0;1;33.3;2;0.646;1.7;3.0;0;1;Sudeste;Medio;0;A
2264;0;0;4.7;10;1.157;0.3;6.0;0;2;Sudeste;Medio;0;B
2265;0;1;25.0;2;0.272;3.0;7.0;1;1;Sul;Micro;0;A
2266;0;0;-0.0;3;;0.6;5.0;0;1;Sul;Medio;0;C
2267;0;1;-22.9;2;0.565;2.0;8.0;1;3;Sudeste;Medio;0;A
2268;0;0;26.6;8;1.502;11.1;4.0;0;0;Sudeste;Micro;0;B
2269;0;0;2.0;5;1.282;3.3;4.0;1;1;Centro-Oeste;Micro;1;B
2270;0;1;-10.0;3;0.837;0.2;2.0;1;2;Sudeste;Micro;0;A
2271;1;1;-24.6;2;0.689;2.4;4.0;1;4;Centro-Oeste;Grande;1;A
2272;0;0;-1.6;2;0.922;0.6;9.0;1;1;Nordeste;Micro;0;B
2273;0;0;38.7;5;0.917;1.1;6.0;0;2;Norte;Micro;0;B
2274;1;1;-42.1;1;0.929;4.3;3.0;1;7;Sul;Medio;1;A
2275;0;0;-2.2;6;1.07;2.9;4.0;1;2;Sudeste;Micro;0;C
2276;0;1;18.5;2;0.978;4.2;5.0;1;1;Sul;Micro;0;A
2277;0;0;1.4;2;1.173;4.4;4.0;1;1;Sudeste;Micro;0;B
2278;0;0;-21.4;4;1.141;4.7;6.0;1;0;Nordeste;Medio;1;B
2279;0;1;-5.7;1;0.607;6.2;;0;3;Sul;Medio;0;A
2280;0;0;7.3;6;0.877;2.1;7.0;0;1;Sudeste;Micro;0;C
2281;0;1;-9.0;1;0.809;4.3;4.0;1;4;Centro-Oeste;Micro;0;A
2282;0;1;-16.7;1;0.864;0.2;4.0;1;2;Centro-Oeste;Grande;0;A
2283;0;0;-14.1;2;1.008;9.8;6.0;1;0;Sudeste;Micro;0;B
2284;0;0;12.8;5;0.776;3.3;5.0;1;0;Sul;Micro;0;B
2285;0;0;33.3;7;1.099;9.1;9.0;1;1;Sudeste;Micro;0;B
2286;0;0;-2.0;2;1.216;1.9;5.0;0;2;Sudeste;Medio;0;B
2287;0;1;-35.7;0;0.537;6.6;5.0;1;0;Sul;Medio;0;A
2288;0;1;-21.5;1;0.716;0.3;4.0;1;1;Sudeste;Micro;0;A
2289;0;0;3.8;3;0.842;7.7;5.0;0;1;Sul;Medio;0;C
2290;0;1;-24.4;0;0.99;5.9;;0;2;Sul;Micro;0;A
2291;0;0;32.7;7;1.489;18.0;6.0;0;2;Sudeste;Micro;0;C
2292;0;1;-13.2;6;1.069;2.9;2.0;1;2;Sul;Medio;0;A
2293;0;0;41.1;7;;0.4;7.0;1;3;Sudeste;Micro;1;C
2294;0;1;-13.5;1;0.856;0.2;6.0;1;1;Centro-Oeste;Medio;0;A
2295;0;0;15.2;5;1.171;6.4;9.0;1;1;Norte;Micro;0;B
2296;0;1;25.6;2;1.162;1.8;6.0;1;3;Sul;Medio;1;A
2297;0;1;-11.1;3;0.653;4.8;5.0;0;2;Sul;Micro;0;A
2298;0;1;-23.1;2;0.753;3.1;6.0;1;5;Sul;Grande;0;A
2299;1;1;-36.8;0;0.521;2.4;6.0;1;0;Centro-Oeste;Micro;0;A
2300;0;1;-35.1;0;0.483;1.7;6.0;1;2;Centro-Oeste;Grande;0;A
2301;0;0;-0.3;2;1.065;2.8;5.0;1;0;Sul;Micro;0;B
2302;0;0;3.0;6;1.373;3.4;10.0;0;1;Nordeste;Medio;0;B
2303;0;0;-33.3;0;1.056;0.3;6.0;1;1;Sul;Micro;0;C
2304;0;0;7.7;5;1.061;3.3;5.0;1;2;Sudeste;Grande;0;B
2305;0;0;-46.6;3;0.772;2.8;6.0;0;4;Centro-Oeste;Micro;0;B
2306;0;0;33.5;3;1.082;6.2;5.0;1;0;Nordeste;Micro;0;B
2307;0;0;-29.8;4;0.928;5.2;7.0;0;1;Centro-Oeste;Medio;0;B
2308;0;0;11.7;6;0.95;1.0;6.0;0;1;Norte;Micro;0;B
2309;0;0;10.9;3;1.426;1.2;6.0;0;1;Sudeste;Micro;0;C
2310;0;1;8.8;2;0.683;2.0;7.0;1;1;Norte;Grande;0;A
2311;0;1;-15.3;4;0.705;0.2;0.0;1;1;Sul;Grande;0;A
2312;0;0;6.0;4;1.098;5.4;7.0;0;1;Nordeste;Micro;0;B
2313;1;1;-11.7;0;0.1;0.3;4.0;1;3;Sudeste;Grande;0;A
2314;0;0;-2.5;5;0.879;5.3;;1;1;Norte;Medio;0;C
2315;0;0;-2.2;4;0.656;4.7;6.0;1;2;Sudeste;Micro;0;C
2316;0;1;-13.7;2;0.659;5.3;7.0;1;3;Centro-Oeste;Medio;0;A
2317;0;1;-23.9;2;1.199;0.2;6.0;1;3;Sudeste;Medio;0;A
2318;0;0;20.8;3;0.439;12.1;6.0;1;0;Centro-Oeste;Grande;0;B
2319;0;0;-9.6;7;0.684;17.4;;0;3;Sul;Micro;0;B
2320;0;1;1.0;1;1.078;3.4;2.0;1;3;Sul;Medio;0;A
2321;0;0;17.4;8;1.015;1.7;;0;0;Sudeste;Micro;1;B
2322;0;0;8.5;8;1.147;7.4;5.0;1;1;Sul;Micro;0;B
2323;0;1;-48.8;4;0.801;3.6;5.0;1;4;Nordeste;Micro;0;A
2324;1;1;-1.2;2;0.808;0.2;4.0;1;4;Sul;Grande;0;A
2325;0;0;47.3;6;0.974;8.5;;1;1;Nordeste;Medio;0;B
2326;0;1;-27.3;1;0.1;0.2;4.0;1;5;Sudeste;Medio;0;A
2327;0;0;25.2;4;1.045;18.8;7.0;0;1;Sul;Medio;0;C
2328;0;0;5.7;2;1.291;20.0;6.0;1;1;Norte;Micro;0;B
2329;0;0;-13.9;5;1.27;13.8;5.0;0;2;Centro-Oeste;Micro;0;B
2330;0;0;-7.3;8;1.178;3.4;4.0;0;1;Sudeste;Micro;0;C
2331;0;0;5.9;8;1.027;1.4;8.0;0;1;Sudeste;Micro;1;C
2332;0;1;-8.9;4;0.813;3.8;7.0;1;5;Centro-Oeste;Medio;0;A
2333;1;1;-47.2;2;0.969;6.4;7.0;1;2;Sudeste;Medio;0;A
2334;0;0;-6.1;3;0.714;1.2;5.0;1;1;Nordeste;Micro;0;B
2335;0;0;8.7;7;1.447;2.8;8.0;0;0;Nordeste;Micro;0;B
2336;1;1;-43.2;3;1.002;1.1;5.0;1;3;Centro-Oeste;Micro;0;A
2337;0;0;15.8;6;;0.4;6.0;1;0;Sul;Micro;0;C
2338;0;1;16.5;0;0.849;3.5;5.0;0;1;Centro-Oeste;Grande;0;A
2339;0;1;-20.0;2;0.665;1.0;3.0;1;0;Sul;Medio;0;A
2340;1;1;-3.3;2;0.882;1.4;4.0;1;2;Sul;Medio;0;A
2341;0;0;-17.5;4;1.216;5.1;6.0;0;2;Sudeste;Medio;0;B
2342;0;0;-4.6;4;1.474;0.3;6.0;0;0;Sudeste;Micro;0;B
2343;0;1;1.9;2;;6.2;4.0;0;2;Nordeste;Micro;0;A
2344;1;1;-45.3;2;0.689;2.7;2.0;0;5;Centro-Oeste;Grande;1;A
2345;1;1;-32.2;3;1.013;1.6;3.0;1;3;Centro-Oeste;Medio;0;A
2346;0;0;30.9;5;0.999;7.5;6.0;0;2;Sudeste;Micro;0;B
2347;0;1;-30.2;5;0.648;2.6;3.0;0;2;Sudeste;Medio;0;A
2348;0;0;-32.0;1;0.932;0.2;4.0;1;1;Sudeste;Medio;0;C
2349;1;1;-29.3;2;0.335;0.3;4.0;1;1;Nordeste;Medio;0;A
2350;0;0;42.9;2;0.894;12.5;;0;2;Sul;Grande;1;C
2351;0;1;10.8;2;0.873;1.5;5.0;1;4;Nordeste;Medio;0;A
2352;0;0;6.4;4;1.049;3.3;;1;1;Sudeste;Medio;0;B
2353;0;1;-22.7;3;0.883;0.9;1.0;1;2;Sudeste;Micro;0;A
2354;0;1;29.2;4;1.072;1.2;4.0;0;6;Centro-Oeste;Micro;0;A
2355;0;0;-10.7;5;1.575;2.6;7.0;0;2;Sudeste;Micro;0;C
2356;0;0;-4.8;8;;7.4;6.0;1;0;Nordeste;Micro;0;C
2357;0;0;29.2;2;0.8;2.6;;0;1;Nordeste;Medio;0;B
2358;0;0;-9.3;4;0.953;5.8;6.0;0;0;Sudeste;Medio;0;B
2359;0;0;15.3;6;1.22;0.5;9.0;0;1;Sudeste;Micro;1;B
2360;0;0;-16.7;5;1.593;0.7;9.0;0;0;Sudeste;Grande;0;C
2361;0;1;11.8;3;0.815;0.3;4.0;1;3;Nordeste;Micro;0;A
2362;0;0;-0.6;5;1.155;0.2;6.0;1;1;Sul;Micro;0;B
2363;0;0;-5.0;3;1.0;3.9;7.0;0;2;Centro-Oeste;Micro;0;B
2364;1;1;-34.9;0;0.814;0.2;7.0;1;5;Centro-Oeste;Micro;0;A
2365;0;0;-15.0;6;1.323;4.7;6.0;0;2;Centro-Oeste;Micro;0;C
2366;1;1;-25.0;0;0.958;0.5;;1;2;Sul;Medio;0;A
2367;1;1;-65.2;0;0.767;2.5;3.0;1;6;Centro-Oeste;Micro;1;A
2368;0;0;-13.8;2;1.106;2.1;6.0;0;1;Nordeste;Grande;0;B
2369;0;0;8.3;6;0.969;2.2;5.0;0;0;Sul;Micro;0;B
2370;0;1;-16.2;2;1.042;0.7;8.0;1;3;Sudeste;Micro;1;A
2371;0;0;6.6;2;1.459;6.2;8.0;0;3;Nordeste;Micro;0;B
2372;0;0;-7.2;3;0.859;0.9;6.0;0;1;Sul;Medio;0;C
2373;0;1;12.3;1;0.606;0.6;5.0;1;2;Norte;Micro;0;A
2374;0;0;25.4;5;0.971;4.5;6.0;1;1;Sudeste;Grande;0;B
2375;0;0;5.9;9;1.238;14.3;5.0;0;2;Sudeste;Medio;0;B
2376;0;0;5.7;4;0.956;4.7;6.0;0;2;Nordeste;Medio;0;B
2377;0;0;-1.5;2;1.257;7.6;5.0;1;1;Sudeste;Medio;0;C
2378;0;0;-4.9;7;0.705;5.6;5.0;0;1;Sudeste;Micro;0;B
2379;0;0;4.9;7;1.034;3.4;8.0;0;3;Sudeste;Micro;0;B
2380;0;0;26.9;6;1.079;6.3;6.0;0;0;Sudeste;Micro;0;B
2381;0;0;-0.9;5;0.845;8.7;5.0;1;0;Sul;Medio;0;B
2382;0;0;33.6;5;1.019;1.3;9.0;1;1;Sudeste;Micro;0;B
2383;0;0;-5.0;9;1.294;2.0;8.0;1;1;Nordeste;Micro;0;C
2384;0;1;11.8;0;0.749;1.2;4.0;0;3;Sudeste;Grande;0;A
2385;0;1;-23.9;4;0.872;2.6;6.0;0;2;Centro-Oeste;Micro;0;A
2386;0;1;-4.4;1;1.092;1.4;4.0;0;2;Sudeste;Medio;0;A
2387;0;1;27.5;2;0.58;0.7;4.0;1;0;Norte;Medio;0;A
2388;1;1;30.4;1;0.837;1.0;2.0;1;1;Sul;Micro;0;A
2389;0;0;-18.8;2;0.424;9.8;6.0;1;1;Nordeste;Micro;0;C
2390;0;0;28.7;4;0.744;3.6;7.0;1;2;Sudeste;Micro;0;B
2391;0;0;-10.9;1;1.215;3.8;8.0;0;0;Sudeste;Medio;0;B
2392;0;0;15.5;1;0.933;9.9;8.0;0;0;Sul;Medio;0;B
2393;0;0;17.8;1;1.113;3.4;6.0;1;2;Sul;Medio;0;C
2394;0;0;25.2;3;0.718;5.7;7.0;0;0;Sudeste;Grande;1;B
2395;0;0;-17.6;6;0.454;0.4;5.0;0;1;Sudeste;Medio;0;C
2396;1;1;-41.6;2;0.625;0.6;4.0;1;3;Norte;Micro;0;A
2397;0;0;-8.5;8;0.923;2.6;7.0;0;2;Sudeste;Micro;0;C
2398;0;0;19.7;7;0.972;3.4;7.0;0;1;Sudeste;Grande;0;B
2399;0;1;-13.1;1;;0.4;6.0;0;3;Centro-Oeste;Micro;0;A
2400;0;0;16.2;3;0.599;17.6;10.0;0;2;Centro-Oeste;Micro;0;B
2401;0;0;-15.5;5;0.889;9.5;5.0;1;5;Sul;Medio;0;B
2402;0;1;-14.7;0;0.699;0.8;2.0;0;1;Sul;Micro;0;A
2403;0;0;-5.2;6;1.019;16.6;5.0;1;0;Sul;Grande;0;B
2404;0;1;-30.3;2;0.998;1.5;5.0;0;3;Centro-Oeste;Medio;1;A
2405;0;1;-20.6;1;0.767;1.4;6.0;1;3;Centro-Oeste;Micro;0;A
2406;0;0;-22.3;3;1.225;6.0;7.0;0;1;Sudeste;Grande;0;C
2407;0;0;18.6;2;1.311;0.2;6.0;1;4;Norte;Micro;0;B
2408;1;0;-20.7;2;0.744;0.8;7.0;0;1;Norte;Micro;0;C
2409;0;0;-0.2;5;1.298;8.9;7.0;0;0;Sudeste;Micro;0;B
2410;0;1;-3.2;0;0.737;0.7;8.0;1;3;Nordeste;Micro;0;A
2411;0;0;-22.2;7;1.06;2.3;5.0;1;1;Sul;Medio;0;B
2412;0;0;-20.1;2;;3.5;6.0;1;1;Sul;Micro;0;B
2413;0;0;28.7;6;1.142;11.8;7.0;1;0;Sudeste;Micro;0;C
2414;0;1;-39.5;6;0.455;3.1;6.0;0;5;Sul;Micro;0;A
2415;0;0;27.4;6;0.706;2.5;6.0;1;1;Sudeste;Medio;0;C
2416;0;0;16.8;6;0.938;0.6;8.0;0;1;Nordeste;Medio;0;C
2417;0;0;-18.8;1;1.184;1.7;2.0;0;2;Sul;Micro;0;B
2418;0;0;11.4;5;1.333;19.2;6.0;1;2;Sul;Micro;0;C
2419;0;0;17.1;2;0.9;2.9;4.0;0;2;Sudeste;Micro;0;B
2420;0;0;-19.9;3;1.239;3.2;5.0;1;1;Nordeste;Micro;0;C
2421;0;0;9.2;3;1.003;3.5;10.0;1;2;Sudeste;Medio;0;B
2422;0;1;-1.3;1;0.853;5.1;6.0;1;6;Sudeste;Medio;0;A
2423;0;0;6.4;5;0.918;4.6;8.0;1;4;Sul;Micro;0;C
2424;0;0;11.0;4;;5.9;6.0;0;1;Sul;Micro;0;B
2425;0;0;5.2;3;0.847;2.5;8.0;0;0;Nordeste;Micro;0;B
2426;0;0;28.5;4;1.071;0.2;4.0;0;0;Nordeste;Medio;0;B
2427;0;1;-19.9;2;0.971;0.9;5.0;1;3;Sul;Micro;0;A
2428;0;0;-6.0;5;0.961;14.9;5.0;0;1;Nordeste;Grande;0;B
2429;0;0;3.5;4;1.105;14.9;6.0;0;0;Centro-Oeste;Medio;0;C
2430;0;1;-49.3;1;0.861;0.2;7.0;0;3;Nordeste;Micro;0;A
2431;1;1;-78.3;1;1.024;3.3;2.0;1;4;Sudeste;Medio;0;A
2432;0;1;-34.6;3;0.37;0.9;7.0;1;2;Sudeste;Grande;0;A
2433;0;0;38.5;3;1.205;9.3;;0;1;Sudeste;Medio;0;B
2434;0;0;28.4;9;0.811;4.6;7.0;0;1;Centro-Oeste;Micro;0;B
2435;0;0;-24.9;6;0.79;0.7;8.0;0;1;Sul;Micro;0;C
2436;0;0;-13.0;9;;2.5;6.0;0;3;Sul;Grande;0;C
2437;0;0;-4.5;2;0.844;17.8;8.0;1;1;Sudeste;Medio;0;B
2438;0;1;-21.8;2;0.825;1.7;5.0;1;2;Centro-Oeste;Medio;0;A
2439;0;0;-12.6;6;0.838;10.1;7.0;0;1;Sul;Grande;0;C
2440;0;0;-4.3;1;1.177;0.5;9.0;0;1;Centro-Oeste;Grande;1;B
2441;0;0;28.5;5;0.579;2.0;5.0;1;3;Nordeste;Grande;0;B
2442;0;0;-12.0;1;1.284;2.2;8.0;1;2;Sul;Micro;0;B
2443;0;0;19.2;6;0.708;0.3;9.0;1;0;Centro-Oeste;Medio;0;C
2444;0;0;23.2;5;1.139;0.6;7.0;1;1;Sudeste;Medio;0;B
2445;0;1;30.0;1;;0.2;3.0;1;4;Nordeste;Medio;0;A
2446;0;0;-5.7;2;0.957;9.1;5.0;0;0;Sul;Medio;0;B
2447;0;1;-40.4;4;;3.2;5.0;1;2;Centro-Oeste;Micro;0;A
2448;0;0;-26.4;5;0.583;1.8;8.0;1;1;Norte;Medio;0;B
2449;0;0;21.2;4;0.948;0.2;9.0;0;0;Nordeste;Medio;0;B
2450;0;1;-9.4;1;0.511;1.5;7.0;1;3;Centro-Oeste;Micro;0;A
2451;0;1;-20.1;2;0.466;0.5;8.0;1;1;Sudeste;Medio;0;A
2452;0;1;-11.5;2;0.687;2.7;5.0;1;4;Centro-Oeste;Micro;0;A
2453;0;0;9.7;2;0.988;2.3;5.0;0;2;Nordeste;Micro;0;B
2454;0;0;-0.2;1;1.068;1.2;8.0;1;1;Sudeste;Micro;0;C
2455;0;0;1.3;4;1.159;6.4;9.0;0;2;Sul;Micro;0;C
2456;1;1;-19.9;1;0.515;0.9;5.0;1;4;Nordeste;Medio;0;A
2457;0;0;57.0;9;0.744;0.7;5.0;0;1;Centro-Oeste;Medio;0;B
2458;0;0;26.2;4;1.216;3.3;7.0;0;0;Centro-Oeste;Medio;0;C
2459;1;1;-41.3;0;0.709;0.2;2.0;1;2;Sul;Grande;0;A
2460;0;0;15.9;2;1.482;0.9;5.0;0;2;Centro-Oeste;Micro;0;B
2461;0;0;7.9;8;0.598;6.6;7.0;0;1;Sudeste;Micro;0;B
2462;0;1;18.1;1;0.854;10.6;6.0;1;6;Centro-Oeste;Grande;0;A
2463;0;0;33.2;6;0.871;1.2;8.0;0;2;Sul;Micro;0;C
2464;0;0;6.0;7;0.879;1.9;5.0;1;1;Centro-Oeste;Grande;0;C
2465;0;1;-18.6;1;0.66;2.1;5.0;1;2;Nordeste;Grande;0;A
2466;0;1;-40.7;2;1.075;0.2;7.0;1;2;Sul;Medio;0;A
2467;0;1;-4.9;6;0.411;4.0;4.0;1;5;Nordeste;Grande;1;A
2468;0;1;4.9;2;0.408;6.5;1.0;0;1;Sudeste;Micro;0;A
2469;0;0;10.4;6;1.186;4.9;4.0;0;2;Nordeste;Micro;0;B
2470;0;0;13.3;5;1.425;2.4;6.0;0;1;Norte;Medio;0;B
2471;0;1;-24.5;1;0.619;1.0;6.0;0;3;Sudeste;Micro;0;A
2472;0;0;25.6;8;1.289;2.6;4.0;0;2;Centro-Oeste;Grande;0;C
2473;1;1;-44.8;1;0.972;2.6;2.0;1;5;Nordeste;Micro;1;A
2474;0;1;-40.4;1;0.842;1.9;2.0;1;4;Sudeste;Medio;0;A
2475;0;1;0.6;1;0.82;1.5;8.0;1;5;Sudeste;Medio;0;A
2476;0;0;-20.2;2;0.967;0.8;6.0;1;1;Centro-Oeste;Medio;0;B
2477;0;0;-4.7;5;1.249;2.3;6.0;0;2;Norte;Micro;0;B
2478;1;1;-23.6;1;0.926;0.2;4.0;1;2;Norte;Micro;1;A
2479;0;1;-8.6;6;0.654;0.2;4.0;0;1;Norte;Grande;0;A
2480;0;0;11.1;5;0.701;0.2;7.0;1;1;Sudeste;Micro;0;C
2481;0;0;-53.6;5;0.878;1.6;7.0;0;1;Norte;Medio;0;C
2482;0;1;-6.4;1;0.546;1.7;7.0;0;5;Sul;Medio;0;A
2483;0;0;3.6;1;1.038;3.3;7.0;1;0;Sudeste;Medio;0;B
2484;0;0;29.3;2;1.156;3.9;8.0;1;0;Sul;Medio;0;B
2485;0;0;-11.4;3;1.136;1.6;6.0;0;2;Sudeste;Micro;0;B
2486;0;0;39.5;4;1.151;3.7;6.0;0;3;Sudeste;Medio;0;B
2487;0;0;-15.5;5;;3.6;6.0;0;0;Sudeste;Grande;0;C
2488;0;0;-1.3;3;1.045;1.9;3.0;0;1;Centro-Oeste;Micro;0;B
2489;0;0;33.2;4;1.036;8.9;7.0;0;3;Sudeste;Grande;0;B
2490;0;0;53.1;3;1.322;3.9;5.0;0;1;Sudeste;Medio;0;B
2491;0;0;-15.5;5;0.942;2.0;7.0;0;1;Sudeste;Micro;0;C
2492;0;0;57.9;4;1.002;14.7;6.0;0;1;Sudeste;Micro;0;C
2493;1;1;-65.6;0;0.304;4.8;2.0;1;3;Sudeste;Grande;0;A
2494;1;1;-2.9;2;0.66;2.2;0.0;1;4;Sul;Micro;1;A
2495;0;0;43.2;4;0.984;5.9;5.0;1;0;Centro-Oeste;Grande;0;B
2496;0;1;-38.6;2;1.043;1.3;6.0;0;1;Centro-Oeste;Grande;0;A
2497;0;0;32.6;8;0.756;1.6;7.0;1;1;Centro-Oeste;Micro;0;B
2498;0;0;-2.2;4;1.022;5.4;6.0;0;1;Sudeste;Micro;0;C
2499;0;0;-7.0;3;1.017;19.8;5.0;1;2;Sudeste;Medio;0;B
2500;0;0;-19.1;7;1.19;4.9;7.0;1;2;Nordeste;Micro;0;C
2501;0;1;-19.6;2;0.677;1.0;5.0;0;1;Sudeste;Medio;0;A
2502;0;0;10.9;6;1.184;2.0;7.0;1;1;Sudeste;Micro;0;C
2503;0;0;-15.9;5;1.106;2.6;5.0;0;2;Sul;Medio;0;B
2504;1;1;10.5;0;0.613;0.6;1.0;1;3;Sudeste;Medio;0;A
2505;0;0;-4.2;3;0.806;7.1;6.0;1;0;Sudeste;Micro;0;B
2506;0;1;-18.8;1;1.24;0.3;6.0;0;1;Sudeste;Micro;0;A
2507;0;0;12.6;4;0.931;7.5;;1;4;Sudeste;Micro;1;C
2508;0;0;60.0;1;0.678;3.0;6.0;0;1;Sudeste;Micro;0;B
2509;0;1;7.7;2;0.68;0.6;9.0;1;3;Centro-Oeste;Medio;0;A
2510;0;0;24.3;5;0.902;11.5;6.0;0;0;Norte;Medio;0;B
2511;0;0;-0.8;9;0.793;4.0;5.0;1;0;Norte;Micro;0;B
2512;0;1;-10.5;1;0.771;3.5;6.0;0;1;Centro-Oeste;Medio;0;A
2513;0;1;-8.5;4;0.821;3.9;3.0;1;4;Nordeste;Medio;0;A
2514;0;0;7.4;6;0.606;3.6;5.0;1;2;Sul;Micro;0;B
2515;0;0;27.2;3;1.078;0.5;6.0;0;0;Sul;Micro;0;B
2516;0;0;60.0;4;1.212;6.8;6.0;0;0;Sul;Grande;0;C
2517;0;0;-14.2;4;0.838;0.6;7.0;0;3;Centro-Oeste;Medio;0;C
2518;0;0;16.3;5;;2.6;5.0;1;0;Nordeste;Medio;0;B
2519;0;0;15.8;2;0.823;8.2;7.0;1;0;Sudeste;Medio;0;B
2520;0;0;3.3;4;0.936;3.2;5.0;0;2;Nordeste;Micro;0;B
2521;0;0;-5.4;4;;9.2;6.0;0;1;Sul;Medio;0;B
2522;0;1;-32.4;2;0.524;6.6;5.0;1;1;Nordeste;Medio;1;A
2523;0;1;26.8;4;0.682;0.7;6.0;1;3;Sudeste;Medio;0;A
2524;0;0;11.2;2;0.995;1.2;6.0;1;0;Sul;Micro;0;B
2525;0;1;2.3;3;;0.2;2.0;0;2;Sudeste;Micro;1;A
2526;0;0;2.4;3;0.72;10.3;4.0;0;6;Sudeste;Micro;0;B
2527;0;0;16.7;8;;7.0;9.0;0;1;Sudeste;Grande;0;C
2528;0;0;18.3;7;0.877;1.3;8.0;0;2;Sudeste;Micro;0;B
2529;0;0;3.2;9;1.382;20.0;7.0;0;0;Norte;Medio;0;B
2530;0;0;13.3;4;1.261;3.5;4.0;1;2;Sudeste;Micro;0;C
2531;0;0;33.7;6;1.012;15.1;6.0;0;0;Sudeste;Micro;0;B
2532;0;1;-40.3;1;0.426;1.0;4.0;0;4;Centro-Oeste;Medio;0;A
2533;1;1;-13.5;0;0.948;5.5;2.0;1;3;Centro-Oeste;Medio;0;A
2534;0;0;19.4;2;1.284;3.0;8.0;1;1;Sudeste;Medio;0;B
2535;0;0;24.0;6;1.007;2.0;;0;1;Sudeste;Micro;0;B
2536;1;1;1.2;1;0.648;0.2;2.0;0;4;Sul;Medio;0;A
2537;1;1;-3.5;1;0.601;1.2;6.0;0;4;Sul;Micro;0;A
2538;0;0;31.9;4;1.175;0.2;7.0;0;0;Centro-Oeste;Micro;1;C
2539;0;0;-0.1;9;1.161;1.5;8.0;0;2;Sul;Medio;0;B
2540;0;0;37.2;5;0.79;1.2;6.0;1;3;Sudeste;Micro;0;C
2541;0;0;10.5;4;0.838;10.1;6.0;0;1;Centro-Oeste;Micro;0;B
2542;0;0;25.5;6;0.789;4.6;4.0;0;3;Sul;Medio;0;C
2543;0;1;-44.2;2;1.143;2.2;3.0;0;4;Sudeste;Medio;0;A
2544;0;0;21.3;3;1.083;15.7;6.0;0;2;Sudeste;Medio;0;B
2545;0;1;-14.9;1;0.995;0.8;2.0;1;3;Nordeste;Micro;1;A
2546;0;0;2.0;5;1.049;20.0;7.0;1;1;Sudeste;Micro;0;B
2547;0;0;33.9;8;1.111;1.9;7.0;0;1;Norte;Micro;0;B
2548;0;1;-13.5;0;0.685;2.8;4.0;1;4;Sudeste;Grande;0;A
2549;0;0;12.0;5;1.342;2.6;6.0;0;1;Sul;Medio;0;C
2550;0;0;-20.6;4;1.09;3.2;9.0;1;0;Centro-Oeste;Medio;0;C
2551;0;1;-31.7;0;0.737;7.4;5.0;1;2;Nordeste;Micro;1;A
2552;0;0;11.7;5;0.613;4.1;9.0;1;0;Centro-Oeste;Medio;0;B
2553;1;1;-31.5;0;;1.0;4.0;1;2;Norte;Micro;0;A
2554;0;0;37.0;5;1.135;6.8;7.0;1;2;Nordeste;Medio;0;B
