id_cliente,recencia_dias,freq_compras_ano,valor_total_ano,var_compras_ano_ant,ticket_medio,num_produtos_distintos,nps_score,canal_digital,segmento_A,segmento,porte,regiao
2247,25,18,55411.51,50.8,2800.49,7,8,1,0,B,Micro,Sul
2248,26,16,28483.37,11.2,1859.07,8,9,0,0,C,Medio,Sul
2249,29,22,153197.52,20.2,4196.38,13,9,0,0,C,Medio,Nordeste
2250,87,3,1840.16,-7.1,2241.4,1,7,0,1,A,Grande,Centro-Oeste
2251,21,13,29610.66,24.0,1461.66,11,8,1,0,B,Medio,Norte
2252,85,3,1894.85,14.8,649.07,1,4,0,1,A,Grande,Sudeste
2253,18,19,73231.88,-4.2,3390.52,7,8,0,0,B,Medio,Sul
2254,22,26,99617.06,9.2,978.72,5,7,1,0,C,Micro,Sul
2255,93,1,796.35,-15.8,1040.45,1,0,0,1,A,Grande,Centro-Oeste
2256,25,28,50873.87,-8.0,1873.17,5,7,1,0,B,Medio,Sudeste
2257,27,20,37060.05,12.3,1358.22,9,7,1,0,B,Medio,Sul
2258,91,8,6600.57,-32.8,1085.07,1,7,1,1,A,Medio,Sudeste
2259,28,19,81058.28,3.0,2624.89,3,6,0,0,C,Grande,Sul
2260,22,18,67762.2,20.0,2690.97,10,6,1,0,B,Grande,Sudeste
2261,27,24,48279.27,3.7,2379.32,7,9,1,0,C,Micro,Sudeste
2262,87,6,7256.44,24.5,656.16,1,0,1,1,A,Micro,Norte
2263,96,6,5152.59,-2.9,1169.96,1,3,0,1,A,Medio,Sudeste
2264,26,26,35290.94,-26.5,3594.01,5,6,0,0,B,Medio,Sudeste
2265,90,4,2117.4,3.6,1058.28,1,7,1,1,A,Micro,Sul
2266,19,21,49755.26,9.8,2602.12,6,5,0,0,C,Medio,Sul
2267,103,5,7832.63,2.3,478.77,1,8,1,1,A,Medio,Sudeste
2268,24,18,40520.94,-15.1,1170.34,7,4,0,0,B,Micro,Sudeste
2269,29,15,63296.37,7.3,2296.92,4,4,1,0,B,Micro,Centro-Oeste
2270,95,1,935.29,-22.6,1310.37,1,2,1,1,A,Micro,Sudeste
2271,104,3,2216.79,-43.3,528.5,1,4,1,1,A,Grande,Centro-Oeste
2272,27,15,21010.42,11.7,1635.06,8,9,1,0,B,Micro,Nordeste
2273,24,9,75601.68,-0.3,3349.14,3,6,0,0,B,Micro,Norte
2274,89,7,13037.82,-23.1,1239.16,2,3,1,1,A,Medio,Sul
2275,28,13,38583.61,11.5,1955.57,5,4,1,0,C,Micro,Sudeste
2276,93,6,5961.64,-37.1,1075.87,5,5,1,1,A,Micro,Sul
2277,32,16,39615.23,-6.5,2335.85,8,4,1,0,B,Micro,Sudeste
2278,34,10,34300.42,-17.1,3915.14,1,6,1,0,B,Medio,Nordeste
2279,91,3,5003.56,32.9,589.59,2,4,0,1,A,Medio,Sul
2280,18,11,43913.65,-20.5,1900.86,5,7,0,0,C,Micro,Sudeste
2281,93,4,10038.84,10.1,1015.77,1,4,1,1,A,Micro,Centro-Oeste
2282,95,7,8099.35,3.7,803.14,1,4,1,1,A,Grande,Centro-Oeste
2283,21,18,25444.28,-41.9,1854.19,5,6,1,0,B,Micro,Sudeste
2284,17,20,37889.67,18.5,4456.6,8,5,1,0,B,Micro,Sul
2285,30,18,38920.44,15.7,4420.78,8,9,1,0,B,Micro,Sudeste
2286,30,18,21490.33,41.4,2852.23,7,5,0,0,B,Medio,Sudeste
2287,75,2,2610.55,-29.8,1028.66,2,5,1,1,A,Medio,Sul
2288,89,7,4996.28,-44.0,604.74,4,4,1,1,A,Micro,Sudeste
2289,21,19,80101.04,53.7,3329.59,7,5,0,0,C,Medio,Sul
2290,97,2,2584.85,-52.4,629.1,1,4,0,1,A,Micro,Sul
2291,24,18,31036.25,24.1,2316.83,8,6,0,0,C,Micro,Sudeste
2292,89,3,2034.61,-6.4,1245.4,1,2,1,1,A,Medio,Sul
2293,21,19,28314.24,14.8,2888.72,9,7,1,0,C,Micro,Sudeste
2294,95,4,4665.06,-47.0,482.46,2,6,1,1,A,Medio,Centro-Oeste
2295,31,22,53727.85,30.0,1401.93,6,9,1,0,B,Micro,Norte
2296,82,6,8433.21,15.8,493.69,5,6,1,1,A,Medio,Sul
2297,91,3,6798.72,16.5,700.69,1,5,0,1,A,Micro,Sul
2298,95,2,2457.3,-7.5,748.3,3,6,1,1,A,Grande,Sul
2299,96,1,1678.84,-65.3,1425.03,1,6,1,1,A,Micro,Centro-Oeste
2300,83,2,1696.46,-6.1,963.8,1,6,1,1,A,Grande,Centro-Oeste
2301,19,21,99655.66,-14.7,3145.9,7,5,1,0,B,Micro,Sul
2302,22,13,29942.52,-7.1,2963.03,8,10,0,0,B,Medio,Nordeste
2303,22,17,37093.4,12.3,1809.68,6,6,1,0,C,Micro,Sul
2304,29,12,36838.17,21.1,1617.94,2,5,1,0,B,Grande,Sudeste
2305,34,14,13648.72,8.5,1247.82,5,6,0,0,B,Micro,Centro-Oeste
2306,26,17,67289.52,16.5,6574.56,9,5,1,0,B,Micro,Nordeste
2307,25,11,16961.86,15.0,2453.49,9,7,0,0,B,Medio,Centro-Oeste
2308,22,13,27768.93,44.4,1684.38,3,6,0,0,B,Micro,Norte
2309,23,23,67963.39,-4.2,1563.51,2,6,0,0,C,Micro,Sudeste
2310,95,6,5203.28,-6.4,452.31,1,7,1,1,A,Grande,Norte
2311,85,3,4072.61,-19.2,632.9,3,0,1,1,A,Grande,Sul
2312,28,11,48012.83,27.8,2481.91,8,7,0,0,B,Micro,Nordeste
2313,99,3,1670.31,-64.5,1066.66,1,4,1,1,A,Grande,Sudeste
2314,16,17,56240.48,16.4,3488.46,6,7,1,0,C,Medio,Norte
2315,28,14,27597.74,7.0,3432.04,6,6,1,0,C,Micro,Sudeste
2316,89,5,2890.98,-27.5,525.97,2,7,1,1,A,Medio,Centro-Oeste
2317,90,5,3357.87,-13.6,624.57,1,6,1,1,A,Medio,Sudeste
2318,32,16,47924.67,19.2,1941.32,6,6,1,0,B,Grande,Centro-Oeste
2319,24,17,32971.62,14.5,4108.85,7,7,0,0,B,Micro,Sul
2320,107,7,8178.28,-7.4,339.86,4,2,1,1,A,Medio,Sul
2321,28,20,51585.5,-4.9,2306.83,2,6,0,0,B,Micro,Sudeste
2322,19,19,66854.47,-21.0,1024.69,11,5,1,0,B,Micro,Sul
2323,101,6,4348.21,-30.6,721.88,2,5,1,1,A,Micro,Nordeste
2324,68,1,809.41,-12.7,798.77,2,4,1,1,A,Grande,Sul
2325,35,19,35737.77,29.9,3116.25,5,8,1,0,B,Medio,Nordeste
2326,106,4,5050.15,-29.3,2139.0,1,4,1,1,A,Medio,Sudeste
2327,26,18,39678.61,25.6,984.63,9,7,0,0,C,Medio,Sul
2328,20,18,40744.48,-1.1,2562.45,5,6,1,0,B,Micro,Norte
2329,29,14,44973.21,-10.9,3663.86,4,5,0,0,B,Micro,Centro-Oeste
2330,27,13,37721.47,-2.7,2638.02,8,4,0,0,C,Micro,Sudeste
2331,27,17,46595.66,15.6,1876.94,6,8,0,0,C,Micro,Sudeste
2332,97,10,14149.2,-51.7,1016.85,3,7,1,1,A,Medio,Centro-Oeste
2333,107,2,1828.34,4.8,883.2,1,7,1,1,A,Medio,Sudeste
2334,23,18,52371.01,34.7,1497.82,11,5,1,0,B,Micro,Nordeste
2335,16,14,29165.93,5.0,3422.63,6,8,0,0,B,Micro,Nordeste
2336,75,5,4729.65,-16.7,845.33,4,5,1,1,A,Micro,Centro-Oeste
2337,22,16,24926.61,14.5,1234.69,4,6,1,0,C,Micro,Sul
2338,88,6,6067.0,-26.2,1019.47,1,5,0,1,A,Grande,Centro-Oeste
2339,77,9,10612.88,-8.3,384.45,1,3,1,1,A,Medio,Sul
2340,96,7,7862.83,-35.0,563.73,1,4,1,1,A,Medio,Sul
2341,20,16,43495.18,53.3,1775.35,9,6,0,0,B,Medio,Sudeste
2342,17,12,7734.98,19.2,2224.93,3,6,0,0,B,Micro,Sudeste
2343,79,7,7280.06,-43.9,1090.97,2,4,0,1,A,Micro,Nordeste
2344,108,2,1517.87,7.2,679.27,1,2,0,1,A,Grande,Centro-Oeste
2345,96,8,17329.08,-6.6,914.05,5,3,1,1,A,Medio,Centro-Oeste
2346,29,12,25125.54,16.6,1479.84,4,6,0,0,B,Micro,Sudeste
2347,100,2,3682.28,80.0,1238.26,2,3,0,1,A,Medio,Sudeste
2348,27,14,18617.43,35.8,2532.61,7,4,1,0,C,Medio,Sudeste
2349,73,5,2189.61,-63.4,567.83,1,4,1,1,A,Medio,Nordeste
2350,26,9,22439.51,12.5,1269.69,3,5,0,0,C,Grande,Sul
2351,111,5,5267.21,-33.5,1357.24,2,5,1,1,A,Medio,Nordeste
2352,35,18,89979.48,17.9,3292.03,2,6,1,0,B,Medio,Sudeste
2353,100,1,550.4,16.8,650.44,1,1,1,1,A,Micro,Sudeste
2354,91,6,4640.64,-9.0,1197.57,1,4,0,1,A,Micro,Centro-Oeste
2355,17,14,25284.76,-2.5,2023.38,6,7,0,0,C,Micro,Sudeste
2356,24,12,23521.04,42.7,3212.05,13,6,1,0,C,Micro,Nordeste
2357,20,13,29077.06,-20.9,3426.89,7,5,0,0,B,Medio,Nordeste
2358,26,13,32303.42,0.8,6513.25,6,6,0,0,B,Medio,Sudeste
2359,25,19,73217.68,12.4,1649.12,9,9,0,0,B,Micro,Sudeste
2360,23,9,33006.94,17.3,2380.92,5,9,0,0,C,Grande,Sudeste
2361,92,6,6933.79,-58.0,1418.07,1,4,1,1,A,Micro,Nordeste
2362,26,14,29602.68,-18.2,3662.86,8,6,1,0,B,Micro,Sul
2363,26,11,43914.24,-0.2,2613.1,5,7,0,0,B,Micro,Centro-Oeste
2364,98,3,1764.47,-32.0,425.74,2,7,1,1,A,Micro,Centro-Oeste
2365,13,9,18519.69,-19.5,2000.21,7,6,0,0,C,Micro,Centro-Oeste
2366,78,2,2906.28,-21.5,1026.33,1,5,1,1,A,Medio,Sul
2367,77,2,1654.25,-21.2,1090.34,2,3,1,1,A,Micro,Centro-Oeste
2368,33,13,43667.66,-0.9,2153.35,9,6,0,0,B,Grande,Nordeste
2369,18,14,64944.44,-15.3,2763.46,4,5,0,0,B,Micro,Sul
2370,94,7,5722.16,-15.0,1107.92,1,8,1,1,A,Micro,Sudeste
2371,35,8,33209.73,-14.2,4108.73,4,8,0,0,B,Micro,Nordeste
2372,18,19,32355.2,37.9,4707.83,9,6,0,0,C,Medio,Sul
2373,95,3,8879.0,8.8,1376.03,1,5,1,1,A,Micro,Norte
2374,23,15,53846.4,-10.5,3201.62,9,6,1,0,B,Grande,Sudeste
2375,27,16,34023.84,-18.7,4603.15,2,5,0,0,B,Medio,Sudeste
2376,29,20,50319.66,14.5,2981.12,9,6,0,0,B,Medio,Nordeste
2377,16,13,26609.27,49.1,2643.16,4,5,1,0,C,Medio,Sudeste
2378,26,16,98344.32,16.8,1518.23,3,5,0,0,B,Micro,Sudeste
2379,30,18,32030.07,14.3,5522.09,6,8,0,0,B,Micro,Sudeste
2380,26,20,111577.9,48.1,6906.79,3,6,0,0,B,Micro,Sudeste
2381,24,20,64180.96,-7.9,962.97,9,5,1,0,B,Medio,Sul
2382,14,17,57751.67,28.7,1621.52,2,9,1,0,B,Micro,Sudeste
2383,26,12,54240.16,48.6,1763.34,4,8,1,0,C,Micro,Nordeste
2384,109,3,4532.21,-14.9,1024.39,3,4,0,1,A,Grande,Sudeste
2385,98,4,3133.36,-9.4,966.59,2,6,0,1,A,Micro,Centro-Oeste
2386,85,4,7667.74,-12.8,773.03,2,4,0,1,A,Medio,Sudeste
2387,96,6,4159.52,-46.0,1013.8,2,4,1,1,A,Medio,Norte
2388,92,6,9291.58,-36.9,1231.76,1,2,1,1,A,Micro,Sul
2389,27,16,19070.96,23.4,1599.94,4,6,1,0,C,Micro,Nordeste
2390,25,15,33559.39,3.5,3008.44,6,7,1,0,B,Micro,Sudeste
2391,32,14,47977.89,32.2,4273.9,7,8,0,0,B,Medio,Sudeste
2392,18,18,59239.59,21.7,1564.06,5,8,0,0,B,Medio,Sul
2393,13,18,27013.58,16.8,2420.48,6,6,1,0,C,Medio,Sul
2394,23,18,53881.22,-1.5,2901.39,6,7,0,0,B,Grande,Sudeste
2395,31,22,107683.72,6.9,2951.85,10,5,0,0,C,Medio,Sudeste
2396,93,2,3151.32,6.8,852.37,2,4,1,1,A,Micro,Norte
2397,29,15,43499.81,-2.4,4594.84,9,7,0,0,C,Micro,Sudeste
2398,26,10,31986.95,16.6,4090.85,7,7,0,0,B,Grande,Sudeste
2399,93,4,3321.22,-43.6,1328.13,2,6,0,1,A,Micro,Centro-Oeste
2400,23,16,49979.5,1.0,2790.1,5,10,0,0,B,Micro,Centro-Oeste
2401,28,24,48691.89,13.6,3929.98,11,5,1,0,B,Medio,Sul
2402,98,5,7265.76,-18.1,604.28,2,2,0,1,A,Micro,Sul
2403,14,20,14578.75,-4.0,2865.74,10,5,1,0,B,Grande,Sul
2404,91,6,4045.93,11.9,1163.1,3,5,0,1,A,Medio,Centro-Oeste
2405,81,7,5941.35,-15.2,1067.83,3,6,1,1,A,Micro,Centro-Oeste
2406,28,13,32312.93,14.2,2157.1,7,7,0,0,C,Grande,Sudeste
2407,35,16,74990.07,36.3,5996.03,5,6,1,0,B,Micro,Norte
2408,19,18,42820.61,-25.9,1602.33,4,7,0,0,C,Micro,Norte
2409,17,18,41327.82,51.5,2476.65,7,7,0,0,B,Micro,Sudeste
2410,102,4,1716.03,-36.4,604.88,2,8,1,1,A,Micro,Nordeste
2411,31,15,46024.23,-18.4,4855.69,6,5,1,0,B,Medio,Sul
2412,25,20,56899.0,-7.2,1324.95,5,6,1,0,B,Micro,Sul
2413,21,12,35476.3,-20.1,2294.81,5,7,1,0,C,Micro,Sudeste
2414,90,3,1625.97,-0.7,1088.29,1,6,0,1,A,Micro,Sul
2415,25,9,16541.84,30.0,2234.28,8,6,1,0,C,Medio,Sudeste
2416,23,18,70803.96,6.3,1893.72,5,8,0,0,C,Medio,Nordeste
2417,24,20,109784.38,16.6,1496.51,4,2,0,0,B,Micro,Sul
2418,22,17,59570.39,17.4,2221.53,5,6,1,0,C,Micro,Sul
2419,24,10,29967.6,11.2,1710.41,7,4,0,0,B,Micro,Sudeste
2420,28,15,32521.76,37.4,2964.46,7,5,1,0,C,Micro,Nordeste
2421,25,18,58185.54,6.4,1650.74,15,10,1,0,B,Medio,Sudeste
2422,83,5,4775.94,-17.0,886.96,1,6,1,1,A,Medio,Sudeste
2423,26,17,32824.26,-7.6,1813.14,4,8,1,0,C,Micro,Sul
2424,18,15,33393.33,19.7,7521.12,6,6,0,0,B,Micro,Sul
2425,28,18,51966.08,59.3,2221.3,5,8,0,0,B,Micro,Nordeste
2426,25,14,31175.27,18.3,4972.65,7,4,0,0,B,Medio,Nordeste
2427,73,5,4728.7,0.9,1232.74,1,5,1,1,A,Micro,Sul
2428,29,15,90510.94,26.7,3223.72,5,5,0,0,B,Grande,Nordeste
2429,24,18,34791.55,27.3,1211.56,7,6,0,0,C,Medio,Centro-Oeste
2430,103,4,3581.94,4.9,895.55,3,7,0,1,A,Micro,Nordeste
2431,102,5,5814.46,-53.5,953.09,1,2,1,1,A,Medio,Sudeste
2432,91,8,5375.58,-39.8,1363.48,1,7,1,1,A,Grande,Sudeste
2433,21,14,54744.71,39.8,2485.94,7,4,0,0,B,Medio,Sudeste
2434,27,18,45209.88,35.7,1174.94,5,7,0,0,B,Micro,Centro-Oeste
2435,27,18,56134.83,9.8,1615.81,6,8,0,0,C,Micro,Sul
2436,24,22,39356.36,-10.3,3249.42,8,6,0,0,C,Grande,Sul
2437,23,14,39862.04,5.5,5585.6,3,8,1,0,B,Medio,Sudeste
2438,70,5,10492.79,-11.9,1142.24,4,5,1,1,A,Medio,Centro-Oeste
2439,27,17,58902.5,13.6,1689.51,6,7,0,0,C,Grande,Sul
2440,22,14,16203.97,17.6,1938.24,5,9,0,0,B,Grande,Centro-Oeste
2441,20,11,42701.41,-5.3,4373.36,6,5,1,0,B,Grande,Nordeste
2442,17,13,32459.32,0.8,1818.7,6,8,1,0,B,Micro,Sul
2443,21,15,29514.75,-6.1,2615.99,4,9,1,0,C,Medio,Centro-Oeste
2444,26,12,13264.57,25.0,3458.25,5,7,1,0,B,Medio,Sudeste
2445,98,3,4255.23,-55.9,577.09,1,3,1,1,A,Medio,Nordeste
2446,17,17,39092.49,2.7,1435.58,8,5,0,0,B,Medio,Sul
2447,107,3,1609.53,-9.1,1083.15,1,5,1,1,A,Micro,Centro-Oeste
2448,28,16,27929.58,13.1,1067.44,8,8,1,0,B,Medio,Norte
2449,29,13,38279.47,5.9,2153.55,3,9,0,0,B,Medio,Nordeste
2450,85,4,5423.0,-13.0,1420.59,1,7,1,1,A,Micro,Centro-Oeste
2451,108,4,5978.15,35.9,429.11,4,8,1,1,A,Medio,Sudeste
2452,74,4,4366.04,-47.5,857.63,1,5,1,1,A,Micro,Centro-Oeste
2453,32,13,45697.68,12.9,1554.51,8,5,0,0,B,Micro,Nordeste
2454,27,16,42180.4,-21.8,3679.68,6,8,1,0,C,Micro,Sudeste
2455,27,18,101503.14,-15.7,1233.55,8,9,0,0,C,Micro,Sul
2456,100,11,13109.3,-10.0,1788.19,1,5,1,1,A,Medio,Nordeste
2457,21,15,34691.15,19.2,2906.43,3,5,0,0,B,Medio,Centro-Oeste
2458,15,8,22429.59,13.8,3458.89,3,7,0,0,C,Medio,Centro-Oeste
2459,95,6,11061.45,-36.5,1549.23,2,2,1,1,A,Grande,Sul
2460,27,18,32482.52,8.7,2626.93,8,5,0,0,B,Micro,Centro-Oeste
2461,26,12,62996.15,40.6,3084.03,5,7,0,0,B,Micro,Sudeste
2462,88,5,6200.91,-19.9,1259.71,2,6,1,1,A,Grande,Centro-Oeste
2463,21,16,33832.39,14.4,3136.56,6,8,0,0,C,Micro,Sul
2464,27,17,36408.27,-3.8,2227.94,9,5,1,0,C,Grande,Centro-Oeste
2465,97,4,6740.82,-38.2,669.37,3,5,1,1,A,Grande,Nordeste
2466,104,3,3286.43,-40.2,848.07,1,7,1,1,A,Medio,Sul
2467,100,3,1810.3,2.4,876.33,4,4,1,1,A,Grande,Nordeste
2468,86,10,5979.33,-1.0,579.43,1,1,0,1,A,Micro,Sudeste
2469,22,18,57095.52,-36.2,3227.1,5,4,0,0,B,Micro,Nordeste
2470,20,14,32395.65,24.7,2825.08,6,6,0,0,B,Medio,Norte
2471,87,1,1037.62,-32.8,848.87,1,6,0,1,A,Micro,Sudeste
2472,25,16,61572.98,-3.2,2452.3,5,4,0,0,C,Grande,Centro-Oeste
2473,75,3,2199.42,28.0,876.39,3,2,1,1,A,Micro,Nordeste
2474,100,2,3301.72,-18.9,1690.37,2,2,1,1,A,Medio,Sudeste
2475,96,6,5106.76,-31.8,767.21,1,8,1,1,A,Medio,Sudeste
2476,20,19,20894.93,14.2,2486.08,8,6,1,0,B,Medio,Centro-Oeste
2477,34,22,85218.01,4.8,2744.36,4,6,0,0,B,Micro,Norte
2478,102,2,1955.08,1.6,933.32,2,4,1,1,A,Micro,Norte
2479,71,2,2500.24,-33.7,1341.84,2,4,0,1,A,Grande,Norte
2480,29,17,41450.81,-12.9,3890.17,4,7,1,0,C,Micro,Sudeste
2481,19,18,100385.55,30.7,1476.57,4,7,0,0,C,Medio,Norte
2482,85,5,4767.99,-37.7,1047.68,1,7,0,1,A,Medio,Sul
2483,24,18,35321.79,27.1,3582.68,6,7,1,0,B,Medio,Sudeste
2484,17,18,63624.72,-14.4,3621.46,3,8,1,0,B,Medio,Sul
2485,24,16,44408.8,6.7,3649.03,9,6,0,0,B,Micro,Sudeste
2486,23,22,63930.04,30.4,1250.6,5,6,0,0,B,Medio,Sudeste
2487,32,9,49638.77,36.5,9142.41,9,6,0,0,C,Grande,Sudeste
2488,22,14,42463.08,-2.4,2169.54,5,3,0,0,B,Micro,Centro-Oeste
2489,27,14,39179.54,9.6,2866.79,2,7,0,0,B,Grande,Sudeste
2490,21,15,35308.34,-4.0,4377.38,4,5,0,0,B,Medio,Sudeste
2491,28,18,66047.0,22.1,1489.58,9,7,0,0,C,Micro,Sudeste
2492,25,22,89490.78,26.4,1807.35,3,6,0,0,C,Micro,Sudeste
2493,88,6,8304.94,-21.1,852.64,4,2,1,1,A,Grande,Sudeste
2494,98,1,520.14,-15.9,1552.02,1,0,1,1,A,Micro,Sul
2495,28,12,41661.68,49.1,1290.24,10,5,1,0,B,Grande,Centro-Oeste
2496,97,8,13443.14,-88.1,593.63,1,6,0,1,A,Grande,Centro-Oeste
2497,22,22,55032.57,-0.5,3246.53,5,7,1,0,B,Micro,Centro-Oeste
2498,32,21,55767.82,16.9,4801.84,4,6,0,0,C,Micro,Sudeste
2499,25,11,35607.16,1.7,3455.94,8,5,1,0,B,Medio,Sudeste
2500,22,20,72226.82,-11.9,2023.76,5,7,1,0,C,Micro,Nordeste
2501,99,6,5069.45,-58.6,811.81,4,5,0,1,A,Medio,Sudeste
2502,31,15,34045.21,-21.0,2425.95,3,7,1,0,C,Micro,Sudeste
2503,20,15,65318.2,5.6,3590.4,4,5,0,0,B,Medio,Sul
2504,77,4,6100.81,-41.4,780.13,1,1,1,1,A,Medio,Sudeste
2505,22,10,14691.53,0.6,2123.66,3,6,1,0,B,Micro,Sudeste
2506,87,3,2638.04,-30.1,482.09,1,6,0,1,A,Micro,Sudeste
2507,25,19,33306.38,19.9,3932.51,4,4,1,0,C,Micro,Sudeste
2508,26,20,62845.53,-21.9,7399.41,6,6,0,0,B,Micro,Sudeste
2509,92,2,2269.52,-45.4,1027.15,1,9,1,1,A,Medio,Centro-Oeste
2510,23,12,16380.42,0.1,7213.5,8,6,0,0,B,Medio,Norte
2511,27,12,37077.82,3.4,2281.96,4,5,1,0,B,Micro,Norte
2512,73,3,5354.57,-59.8,739.88,1,6,0,1,A,Medio,Centro-Oeste
2513,89,5,4686.28,-8.0,1945.86,1,3,1,1,A,Medio,Nordeste
2514,24,19,36290.16,46.5,9492.28,7,5,1,0,B,Micro,Sul
2515,19,22,78218.75,22.4,1400.27,4,6,0,0,B,Micro,Sul
2516,19,14,28603.52,39.0,3974.47,2,6,0,0,C,Grande,Sul
2517,27,21,24467.87,-10.0,2414.75,7,7,0,0,C,Medio,Centro-Oeste
2518,31,10,29757.04,-13.2,996.66,3,5,1,0,B,Medio,Nordeste
2519,32,10,39812.45,23.4,1103.37,5,7,1,0,B,Medio,Sudeste
2520,20,17,63037.47,-11.4,2747.55,7,5,0,0,B,Micro,Nordeste
2521,26,8,23458.55,6.4,1247.83,6,6,0,0,B,Medio,Sul
2522,92,8,15783.26,-3.1,827.45,3,5,1,1,A,Medio,Nordeste
2523,104,4,2916.74,-33.7,1196.37,1,6,1,1,A,Medio,Sudeste
2524,18,11,39437.16,-2.9,2032.54,13,6,1,0,B,Micro,Sul
2525,94,9,8224.55,-11.6,1900.24,1,2,0,1,A,Micro,Sudeste
2526,27,15,35849.7,19.1,6337.14,7,4,0,0,B,Micro,Sudeste
2527,21,17,42567.42,4.9,3672.42,9,9,0,0,C,Grande,Sudeste
2528,27,15,43050.75,10.2,1218.77,4,8,0,0,B,Micro,Sudeste
2529,22,22,19161.76,25.9,3386.73,11,7,0,0,B,Medio,Norte
2530,25,10,17733.43,14.4,3259.38,6,4,1,0,C,Micro,Sudeste
2531,27,17,48874.52,3.4,782.46,4,6,0,0,B,Micro,Sudeste
2532,91,5,11409.81,-89.2,915.65,2,4,0,1,A,Medio,Centro-Oeste
2533,94,10,18646.47,-44.3,1041.73,2,2,1,1,A,Medio,Centro-Oeste
2534,23,26,75562.27,19.1,1531.41,4,8,1,0,B,Medio,Sudeste
2535,23,14,57700.35,7.2,1076.14,7,9,0,0,B,Micro,Sudeste
2536,95,2,2249.43,-16.5,609.62,1,2,0,1,A,Medio,Sul
2537,98,9,6721.1,-60.4,975.95,3,6,0,1,A,Micro,Sul
2538,22,14,28159.71,37.7,2612.3,3,7,0,0,C,Micro,Centro-Oeste
2539,23,16,22072.9,-8.5,1986.76,2,8,0,0,B,Medio,Sul
2540,22,12,25833.84,-23.5,3394.74,4,6,1,0,C,Micro,Sudeste
2541,28,18,62957.93,15.3,1891.05,5,6,0,0,B,Micro,Centro-Oeste
2542,19,17,49076.84,39.2,1071.87,1,4,0,0,C,Medio,Sul
2543,99,4,3232.37,-50.3,1651.78,1,3,0,1,A,Medio,Sudeste
2544,27,16,21301.74,5.4,2661.1,4,6,0,0,B,Medio,Sudeste
2545,90,5,6772.11,-34.2,926.49,2,2,1,1,A,Micro,Nordeste
2546,16,20,71651.61,23.9,825.4,8,7,1,0,B,Micro,Sudeste
2547,24,17,37715.86,48.6,1143.6,5,7,0,0,B,Micro,Norte
2548,84,3,3792.96,-33.7,1052.84,2,4,1,1,A,Grande,Sudeste
2549,23,24,87724.33,35.5,2725.27,5,6,0,0,C,Medio,Sul
2550,27,18,142422.54,14.0,3446.65,6,9,1,0,C,Medio,Centro-Oeste
2551,85,4,5170.95,-29.4,513.13,2,5,1,1,A,Micro,Nordeste
2552,17,15,18662.26,16.9,963.01,7,9,1,0,B,Medio,Centro-Oeste
2553,92,7,8047.89,-34.5,833.92,1,4,1,1,A,Micro,Norte
2554,26,14,138356.03,-2.4,2330.82,7,7,1,0,B,Medio,Nordeste
2555,26,19,67425.11,25.2,2734.0,5,6,0,0,C,Grande,Sudeste
2556,90,7,7762.75,9.2,1355.02,1,2,0,1,A,Grande,Sul
2557,27,21,72328.49,7.2,2480.86,8,7,0,0,C,Medio,Centro-Oeste
2558,91,4,7399.54,-37.2,300.47,1,5,1,1,A,Medio,Sudeste
2559,28,13,20688.68,-16.0,4759.48,8,5,0,0,B,Grande,Norte
2560,33,14,35792.41,9.4,1515.81,6,7,0,0,B,Medio,Nordeste
2561,100,3,3611.8,-69.6,685.07,3,5,1,1,A,Micro,Sudeste
2562,93,5,16494.18,-20.9,1904.26,2,5,0,1,A,Medio,Sudeste
2563,34,14,47807.32,28.1,1068.8,6,8,1,0,C,Micro,Norte
2564,27,20,51857.43,7.8,2354.25,7,7,0,0,B,Medio,Sudeste
2565,100,3,2487.72,4.6,1645.11,3,4,1,1,A,Medio,Norte
2566,25,19,36656.02,-1.8,1680.65,5,9,1,0,B,Medio,Sudeste
2567,93,8,6819.05,-4.3,2150.17,1,5,1,1,A,Micro,Centro-Oeste
2568,94,5,8594.7,-41.7,1753.05,3,7,1,1,A,Micro,Sul
2569,26,12,19041.61,-31.9,3258.12,7,3,0,0,B,Medio,Centro-Oeste
2570,87,3,4050.76,-42.0,1782.33,4,2,1,1,A,Grande,Sudeste
2571,19,18,74419.48,36.7,1545.9,5,8,0,0,C,Medio,Sudeste
2572,32,14,63179.47,-13.3,1776.18,6,9,1,0,B,Micro,Sul
2573,28,15,32588.09,20.9,6621.51,9,4,0,0,C,Grande,Centro-Oeste
2574,26,15,22193.28,13.7,1135.01,8,8,1,0,B,Grande,Nordeste
2575,30,15,18825.06,25.3,5175.2,5,9,0,0,C,Micro,Sul
2576,20,16,27469.46,28.1,2332.1,8,3,0,0,B,Micro,Sul
2577,33,14,32476.48,23.4,4568.04,6,7,0,0,B,Medio,Sul
2578,22,21,51867.81,34.6,2229.07,4,7,1,0,C,Medio,Centro-Oeste
2579,30,16,49269.59,17.0,1687.41,9,6,0,0,B,Grande,Centro-Oeste
2580,81,4,3141.0,-20.7,1559.78,1,4,1,1,A,Grande,Sudeste
2581,19,18,40653.15,11.5,2281.22,4,8,0,0,B,Medio,Sudeste
2582,27,15,29127.47,17.6,1379.19,7,6,0,0,C,Medio,Sudeste
2583,25,9,28659.78,3.8,5973.27,5,6,0,0,C,Micro,Sudeste
